start_time,end_time,label
1140.00129,4068.414308,N
4068.414308,4071.395404,S1
4071.395404,4099.349289,N
4099.349289,4102.330386,1S
4102.330386,4102.672479,N
4102.672479,4105.604704,S1
4105.604704,4108.634671,S1
4108.634671,4118.946331,N
4118.946331,4121.976298,S1
4121.976298,4122.416132,N
4122.416132,4125.397228,S1
4125.397228,4126.032543,N
4126.032543,4129.01364,S1
4129.01364,4149.832442,N
4149.832442,4152.862409,S1
4152.862409,4166.790481,N
4166.790481,4169.820447,S1
4169.820447,4174.121045,N
4174.121045,4177.102141,S1
4177.102141,4181.314086,N
4181.314086,4184.667313,S1
4184.667313,4188.635562,N
4188.635562,4191.665529,S1
4191.665529,4192.105363,N
4192.105363,4195.086459,S1
4195.086459,4195.721775,N
4195.721775,4198.751741,S1
4198.751741,4221.671972,N
4221.671972,4224.653068,S1
4224.653068,4225.532736,N
4225.532736,4228.513832,S1
4228.513832,4228.953666,N
4228.953666,4231.934762,S1
4231.934762,4231.983633,N
4231.983633,4235.013599,S1
4235.013599,4237.994695,S1
4237.994695,4240.975791,S1
4240.731439,4243.761406,S1
4243.761406,4244.689944,N
4244.689944,4247.719911,S1
4247.719911,4248.599578,N
4248.599578,4251.580674,S1
4251.580674,4251.922767,N
4251.922767,4254.903864,S1
4254.806123,4257.787219,S1
4257.787219,4258.471405,N
4258.471405,4261.452501,S1
4261.452501,4277.139909,N
4277.139909,4280.121005,S1
4280.121005,4280.463098,N
4280.463098,4283.444194,S1
4283.444194,4284.079509,N
4284.079509,4287.060606,S1
4287.060606,4287.207217,N
4287.207217,4290.188313,S1
4290.188313,4290.579276,N
4290.579276,4293.560373,S1
4293.560373,4293.902466,N
4293.902466,4296.883562,S1
4296.883562,4297.763229,N
4297.763229,4300.793196,S1
4300.793196,4311.789042,N
4311.789042,4314.770139,S1
4314.770139,4315.454325,N
4315.454325,4318.435421,S1
4318.435421,4318.972995,N
4318.972995,4321.954092,S1
4321.954092,4322.491666,N
4322.491666,4325.472762,S1
4325.472762,4326.156948,N
4326.156948,4329.138045,S1
4329.138045,4330.066583,N
4330.066583,4333.096549,S1
4333.096549,4337.152795,N
4337.152795,4340.182761,S1
4340.182761,4341.062429,N
4341.062429,4344.092396,S1
4344.092396,4345.069804,N
4345.069804,4348.0509,S1
4348.0509,4348.539605,N
4348.539605,4351.569571,S1
4351.569571,4352.058276,N
4352.058276,4355.039372,S1
4355.039372,4358.069338,S1
4358.069338,4358.704654,N
4358.704654,4361.73462,S1
4361.73462,4362.321066,N
4362.321066,4365.351032,S1
4365.351032,4365.790866,N
4365.790866,4368.771962,S1
4368.771962,4369.211796,N
4369.211796,4372.192892,S1
4372.192892,4375.222859,S1
4375.222859,4375.516081,N
4375.516081,4378.497177,S1
4378.497177,4379.91442,N
4379.91442,4382.944386,S1
4382.944386,4389.00432,N
4389.00432,4392.034286,S1
4392.034286,4392.913954,N
4392.913954,4395.89505,S1
4395.89505,4396.383754,N
4396.383754,4399.413721,S1
4399.413721,4399.755814,N
4399.755814,4402.78578,S1
4402.78578,4403.469966,N
4403.469966,4406.451063,S1
4406.451063,4406.793156,N
4406.793156,4409.823122,S1
4409.823122,4410.214086,N
4410.214086,4413.244052,S1
4413.244052,4413.781627,N
4413.781627,4416.762723,S1
4416.762723,4417.055946,N
4417.055946,4420.085912,S1
4420.085912,4420.623487,N
4420.623487,4423.604583,S1
4423.604583,4424.826344,N
4424.826344,4427.85631,S1
4427.85631,4428.540496,N
4428.540496,4431.521592,S1
4431.521592,4432.010297,N
4432.010297,4435.040263,S1
4435.040263,4435.919931,N
4435.919931,4438.901027,S1
4438.901027,4439.682954,N
4439.682954,4442.66405,S1
4442.66405,4443.055014,N
4443.055014,4446.133851,S1
4446.133851,4447.111259,N
4447.111259,4450.092355,S1
4450.092355,4450.532189,N
4450.532189,4453.562156,S1
4453.562156,4457.276308,N
4457.276308,4460.306275,S1
4460.306275,4463.287371,S1
4463.287371,4463.776075,N
4463.776075,4466.757171,S1
4466.757171,4467.73458,N
4467.73458,4470.715676,S1
4470.715676,4471.15551,N
4471.15551,4474.136606,S1
4474.136606,4474.918533,N
4474.918533,4477.899629,S1
4477.899629,4479.12139,N
4479.12139,4482.151356,S1
4482.151356,4482.786672,N
4482.786672,4485.767768,S1
4485.767768,4486.794047,N
4486.794047,4489.824014,S1
4489.824014,4493.000592,N
4493.000592,4496.030558,S1
4496.030558,4499.989063,N
4499.989063,4502.970159,S1
4502.970159,4503.849827,N
4503.849827,4506.830923,S1
4506.830923,4507.759461,N
4507.759461,4510.789428,S1
4510.789428,4511.229261,N
4511.229261,4514.259228,S1
4514.259228,4514.943414,N
4514.943414,4517.973381,S1
4517.973381,4518.315474,N
4518.315474,4521.29657,S1
4521.29657,4522.273978,N
4522.273978,4525.255074,S1
4525.255074,4525.743779,N
4525.743779,4528.724875,S1
4528.724875,4529.31132,N
4529.31132,4532.341287,S1
4532.341287,4532.536768,N
4532.536768,4535.566735,S1
4535.566735,4536.006569,N
4536.006569,4538.987665,S1
4538.987665,4539.232017,N
4539.232017,4542.261984,S1
4542.261984,4543.092781,N
4543.092781,4546.122747,S1
4546.122747,4546.709193,N
4546.709193,4549.690289,S1
4549.690289,4550.423345,N
4550.423345,4553.404441,S1
4553.404441,4554.039757,N
4554.039757,4557.069723,S1
4557.069723,4557.362946,N
4557.362946,4560.344042,S1
4560.344042,4561.077099,N
4561.077099,4564.107065,S1
4564.107065,4564.888992,N
4564.888992,4567.870088,S1
4567.870088,4568.749756,N
4568.749756,4571.730852,S1
4571.730852,4572.65939,N
4572.65939,4575.689357,S1
4575.689357,4576.471284,N
4576.471284,4579.45238,S1
4579.45238,4579.989954,N
4579.989954,4582.971051,S1
4582.971051,4583.117662,N
4583.117662,4586.098758,S1
4586.098758,4586.880685,N
4586.880685,4589.861781,S1
4589.861781,4590.155004,N
4590.155004,4593.18497,S1
4593.18497,4593.673674,N
4593.673674,4596.654771,S1
4596.654771,4597.192345,N
4597.192345,4600.222312,S1
4600.222312,4600.515534,N
4600.515534,4603.545501,S1
4603.545501,4604.278557,N
4604.278557,4607.259654,S1
4607.259654,4607.675052,N
4607.675052,4610.656148,S1
4610.656148,4611.144853,N
4611.144853,4614.150384,S1
4614.150384,4614.859005,N
4614.859005,4617.864537,S1
4617.864537,4618.793075,N
4618.793075,4621.798606,S1
4621.798606,4622.140699,N
4622.140699,4625.14623,S1
4625.14623,4625.634935,N
4625.634935,4628.640466,S1
4628.640466,4628.909253,N
4628.909253,4631.914785,S1
4631.914785,4632.525665,N
4632.525665,4635.506761,S1
4635.506761,4636.117642,N
4636.117642,4639.098738,S1
4639.098738,4639.758489,N
4639.758489,4642.739585,S1
4642.739585,4643.057243,N
4643.057243,4646.062774,S1
