start_time,end_time,label
1350.071409,1729.979882,N
1729.979882,1733.000997,S1
1733.000997,1734.9871,N
1734.9871,1738.036188,S1
1738.036188,1738.98728,N
1738.98728,1742.064341,S1
1742.064341,1743.490979,N
1743.490979,1746.65196,S1
1746.65196,1748.022651,N
1748.022651,1751.071739,S1
1751.071739,1752.52635,N
1752.52635,1755.631385,S1
1755.631385,1757.225862,N
1757.225862,1760.246977,S1
1760.246977,1761.589695,N
1761.589695,1764.638783,S1
1764.638783,1766.624886,N
1766.624886,1769.506134,S1
1769.506134,1770.932772,N
1770.932772,1774.037807,S1
1774.037807,1775.93999,N
1775.93999,1779.017052,S1
1779.017052,1779.968143,N
1779.968143,1783.017231,S1
1783.017231,1784.919415,N
1784.919415,1788.052423,S1
1788.052423,1789.227301,N
1789.227301,1792.248416,S1
1792.248416,1794.038706,N
1794.038706,1797.003874,S1
1797.003874,1798.486458,N
1798.486458,1801.675413,S1
1801.675413,1803.52165,N
1803.52165,1806.598711,S1
1806.598711,1807.997376,N
1807.997376,1811.046464,S1
1811.046464,1812.333235,N
1812.333235,1815.326376,S1
1815.326376,1816.753014,N
1816.753014,1819.830075,S1
1819.830075,1821.14482,N
1821.14482,1824.221881,S1
1824.221881,1825.340813,N
1825.340813,1828.305981,S1
1828.305981,1829.732619,N
1829.732619,1832.80968,S1
1832.80968,1834.068478,N
1834.068478,1837.005673,S1
1837.005673,1838.404337,N
1838.404337,1841.789105,S1
1841.789105,1843.411555,N
1843.411555,1846.51659,S1
1846.51659,1848.111067,N
1848.111067,1851.076236,S1
1851.076236,1852.950446,N
1852.950446,1855.943587,S1
1855.943587,1857.342252,N
1857.342252,1860.2235,S1
1860.2235,1862.069737,N
1862.069737,1864.978959,S1
1864.978959,1866.26573,N
1866.26573,1869.342791,S1
1869.342791,1870.713482,N
1870.713482,1873.84649,S1
1873.84649,1875.468941,N
1875.468941,1878.573975,S1
1878.573975,1880.112506,N
1880.112506,1882.909835,S1
1882.909835,1884.084713,N
1884.084713,1887.049881,S1
1887.049881,1888.644358,N
1888.644358,1891.581553,S1
1891.581553,1893.064137,N
1893.064137,1896.029306,S1
1896.029306,1897.791623,N
1897.791623,1900.840711,S1
1900.840711,1902.127482,N
1902.127482,1905.148597,S1
1905.148597,1906.519288,N
1906.519288,1909.456483,S1
1909.456483,1911.05096,N
1911.05096,1914.016128,S1
1914.016128,1915.862365,N
1915.862365,1918.88348,S1
1918.88348,1920.505931,N
1920.505931,1923.555019,S1
1923.555019,1924.897737,N
1924.897737,1927.946825,S1
1927.946825,1929.401436,N
1929.401436,1932.534444,S1
1932.534444,1934.604467,N
1934.604467,1937.485715,S1
1937.485715,1939.331952,N
1939.331952,1942.129281,S1
1942.129281,1944.087411,N
1944.087411,1947.024606,S1
1947.024606,1948.647056,N
1948.647056,1951.724118,S1
1951.724118,1953.318595,N
1953.318595,1956.33971,S1
1956.33971,1957.990134,N
1957.990134,1960.983275,S1
1960.983275,1962.409913,N
1962.409913,1965.375081,S1
1965.375081,1966.410093,N
1966.410093,1969.459181,S1
1969.459181,1970.745952,N
1970.745952,1973.655174,S1
1973.655174,1974.997891,N
1974.997891,1978.046979,S1
1978.046979,1979.697403,N
1979.697403,1982.662572,S1
1982.662572,1984.285022,N
1984.285022,1987.166271,S1
1987.166271,1988.984534,N
1988.984534,1992.061596,S1
1992.061596,1993.068634,N
1993.068634,1996.005829,S1
1996.005829,1997.572333,N
1997.572333,2000.453581,S1
2000.453581,2001.684406,N
2001.684406,2004.677547,S1
2004.677547,2006.020265,N
2006.020265,2009.069353,S1
2009.069353,2010.523964,N
2010.523964,2013.545079,S1
2013.545079,2015.643075,N
2015.643075,2018.720137,S1
2018.720137,2020.146774,N
2020.146774,2023.251809,S1
2023.251809,2024.342767,N
2024.342767,2027.391855,S1
2027.391855,2029.014306,N
2029.014306,2032.035421,S1
2032.035421,2033.098406,N
2033.098406,2036.595066,S1
2036.595066,2037.769944,N
2037.769944,2040.707139,S1
2040.707139,2042.58135,N
2042.58135,2045.574491,S1
2045.574491,2047.168968,N
2047.168968,2050.190083,S1
2050.190083,2051.700641,N
2051.700641,2054.749729,S1
2054.749729,2055.896634,N
2055.896634,2059.141535,S1
2059.141535,2060.540199,N
2060.540199,2063.673207,S1
2063.673207,2064.764165,N
2064.764165,2068.03704,S1
2068.03704,2068.988131,N
2068.988131,2072.316952,S1
2072.316952,2074.051296,N
2074.051296,2077.016464,S1
2077.016464,2078.443102,N
2078.443102,2081.520163,S1
2081.520163,2082.527202,N
2082.527202,2085.688183,S1
2085.688183,2087.002927,N
2087.002927,2090.024042,S1
2090.024042,2091.28284,N
2091.28284,2094.387875,S1
2094.387875,2096.066272,N
2096.066272,2099.03144,S1
2099.03144,2100.709837,N
2100.709837,2103.730952,S1
2103.730952,2105.409349,N
2105.409349,2108.486411,S1
2108.486411,2109.857102,N
2109.857102,2112.90619,S1
2112.90619,2114.584587,N
2114.584587,2117.493809,S1
2117.493809,2119.032339,N
2119.032339,2122.081428,S1
2122.081428,2123.116439,N
2123.116439,2126.053634,S1
2126.053634,2127.088646,N
2127.088646,2129.941921,S1
2129.941921,2131.004906,N
2131.004906,2134.137914,S1
2134.137914,2136.096044,N
2136.096044,2139.117159,S1
2139.117159,2140.431903,N
2140.431903,2143.592884,S1
2143.592884,2145.523041,N
2145.523041,2148.572129,S1
2148.572129,2149.970793,N
2149.970793,2153.075828,S1
2153.075828,2154.446519,N
2154.446519,2157.327768,S1
2157.327768,2159.062111,N
2159.062111,2162.02728,S1
2162.02728,2163.56581,N
2163.56581,2166.530979,S1
2166.530979,2167.957616,N
2167.957616,2171.006704,S1
2171.006704,2172.405369,N
2172.405369,2175.258644,S1
2175.258644,2176.293655,N
2176.293655,2179.342743,S1
2179.342743,2180.741408,N
2180.741408,2183.622656,S1
2183.622656,2185.161187,N
2185.161187,2187.986489,S1
2187.986489,2190.056512,N
2190.056512,2192.993707,S1
2192.993707,2194.97981,N
2194.97981,2198.028898,S1
2198.028898,2199.343643,N
2199.343643,2202.280838,S1
2202.280838,2203.791395,N
2203.791395,2206.89643,S1
2206.89643,2208.546854,N
2208.546854,2211.567969,S1
2211.567969,2213.050553,N
2213.050553,2216.015721,S1
2216.015721,2217.973851,N
2217.973851,2220.994966,S1
2220.994966,2222.505523,N
2222.505523,2225.582585,S1
2225.582585,2227.093142,N
2227.093142,2230.05831,S1
2230.05831,2231.960494,N
2231.960494,2234.757822,S1
2234.757822,2236.044594,N
2236.044594,2239.093682,S1
2239.093682,2240.324506,N
2240.324506,2243.457514,S1
2243.457514,2244.436579,N
2244.436579,2247.569587,S1
2247.569587,2249.443797,N
2249.443797,2252.604779,S1
2252.604779,2254.283176,N
2254.283176,2257.360237,S1
2257.360237,2258.563089,N
2258.563089,2261.528257,S1
2261.528257,2262.787055,N
2262.787055,2265.780196,S1
2265.780196,2267.962113,N
2267.962113,2271.095121,S1
2271.095121,2272.745544,N
2272.745544,2275.962472,S1
2275.962472,2277.892629,N
2277.892629,2281.109557,S1
2281.109557,2282.340381,N
2282.340381,2285.529336,S1
2285.529336,2286.732187,N
2286.732187,2289.949115,S1
2289.949115,2291.459673,N
2291.459673,2294.648627,S1
2294.648627,2295.851478,N
2295.851478,2299.01246,S1
2299.01246,2300.383151,N
2300.383151,2303.208453,S1
2303.208453,2305.530235,N
2305.530235,2308.523377,S1
2308.523377,2309.977988,N
2309.977988,2313.027076,S1
2313.027076,2315.097099,N
2315.097099,2318.006321,S1
2318.006321,2319.572825,N
2319.572825,2322.59394,S1
2322.59394,2323.852737,N
2323.852737,2327.097639,S1
2327.097639,2328.356436,N
2328.356436,2331.629311,S1
2331.629311,2332.524456,N
2332.524456,2335.545571,S1
2335.545571,2336.804369,N
2336.804369,2339.88143,S1
2339.88143,2341.140228,N
2341.140228,2344.161343,S1
2344.161343,2345.727847,N
2345.727847,2348.720988,S1
2348.720988,2349.92384,N
2349.92384,2353.112794,S1
2353.112794,2354.511459,N
2354.511459,2357.476627,S1
2357.476627,2358.987184,N
2358.987184,2362.008299,S1
2362.008299,2363.351017,N
2363.351017,2366.484025,S1
2366.484025,2367.882689,N
2367.882689,2370.987724,S1
2370.987724,2372.386388,N
2372.386388,2375.519396,S1
2375.519396,2619.082795,N
2619.082795,2621.992017,S1
2621.992017,2623.166895,N
2623.166895,2626.048143,S1
2626.048143,2626.999235,N
2626.999235,2630.02035,S1
2630.02035,2631.027388,N
2631.027388,2634.048503,S1
2634.048503,2634.999594,N
2634.999594,2638.020709,S1
2638.020709,2639.587213,N
2639.587213,2642.496435,S1
2642.496435,2643.811179,N
2643.811179,2646.804321,S1
2646.804321,2648.091092,N
2648.091092,2651.028287,S1
2651.028287,2653.01439,N
2653.01439,2656.035505,S1
2656.035505,2657.518089,N
2657.518089,2660.427311,S1
2660.427311,2662.021788,N
2662.021788,2664.986957,S1
2664.986957,2666.508022,N
2666.508022,2669.615585,S1
2669.615585,2671.085133,N
2671.085133,2673.938408,S1
2673.938408,2676.064378,N
2676.064378,2679.057519,S1
2679.057519,2684.787802,N
2684.787802,2687.895365,S1
2687.895365,2689.430866,N
2689.430866,2692.501869,S1
2692.501869,2693.635215,N
2693.635215,2696.742778,S1
2696.742778,2698.107327,N
2698.107327,2700.988575,S1
2700.988575,2703.002652,N
2703.002652,2706.023767,S1
2706.023767,2707.730137,N
2707.730137,2710.779225,S1
2710.779225,2712.038023,N
2712.038023,2714.975218,S1
2714.975218,2716.597669,N
2716.597669,2719.394997,S1
2719.394997,2721.073395,N
2721.073395,2724.01059,S1
2724.01059,2725.996693,N
2725.996693,2728.961861,S1
2728.961861,2730.528365,N
2730.528365,2733.54948,S1
2733.54948,2735.060037,N
2735.060037,2737.997232,S1
2737.997232,2739.983336,N
2739.983336,2743.004451,S1
2743.004451,2744.710821,N
2744.710821,2747.648016,S1
2747.648016,2748.906814,N
2748.906814,2752.011849,S1
2752.011849,2753.38254,N
2753.38254,2756.543521,S1
2756.543521,2758.455314,N
2758.455314,2761.410873,S1
2761.410873,2763.061296,N
2763.061296,2766.082411,S1
2766.082411,2767.537022,N
2767.537022,2770.474217,S1
2770.474217,2771.872881,N
2771.872881,2774.92197,S1
2774.92197,2776.012928,N
2776.012928,2779.062016,S1
2779.062016,2780.684466,N
2780.684466,2783.481795,S1
2783.481795,2785.36315,N
2785.36315,2788.324474,S1
2788.324474,2789.999571,N
2789.999571,2793.020685,S1
2793.020685,2794.671109,N
2794.671109,2797.524384,S1
2797.524384,2798.895075,N
2798.895075,2802.028083,S1
2802.028083,2803.510668,N
2803.510668,2806.391916,S1
2806.391916,2808.014367,N
2808.014367,2811.063455,S1
2811.063455,2812.685905,N
2812.685905,2815.53918,S1
2815.53918,2817.273524,N
2817.273524,2820.322612,S1
2820.322612,2822.434543,N
2822.434543,2825.41375,S1
2825.41375,2831.875579,N
2831.875579,2834.868721,S1
2834.868721,2837.134557,N
2837.134557,2839.847966,S1
2839.847966,2841.722176,N
2841.722176,2844.743291,S1
2844.743291,2846.002089,N
2846.002089,2849.023203,S1
2849.023203,2850.533761,N
2850.533761,2853.554876,S1
2853.554876,2854.981513,N
2854.981513,2858.058575,S1
2858.058575,2859.569132,N
2859.569132,2862.562274,S1
2862.562274,2864.100804,N
2864.100804,2867.037999,S1
2867.037999,2868.604503,N
2868.604503,2871.513725,S1
2871.513725,2872.940363,N
2872.940363,2875.961478,S1
2875.961478,2877.080409,N
2877.080409,2879.989631,S1
2879.989631,2881.947761,N
2881.947761,2884.968876,S1
2884.968876,2887.038899,N
2887.038899,2890.004067,S1
2890.004067,2891.430705,N
2891.430705,2894.395873,S1
2894.395873,2895.458858,N
2895.458858,2898.591866,S1
2898.591866,2899.766744,N
2899.766744,2902.592046,S1
2902.592046,2903.934763,N
2903.934763,2906.983851,S1
2906.983851,2907.99089,N
2907.99089,2910.984031,S1
2910.984031,2912.634455,N
2912.634455,2915.543677,S1
2915.543677,2916.858421,N
2916.858421,2919.851563,S1
2919.851563,2921.753746,N
2921.753746,2924.607021,S1
2924.607021,2926.397312,N
2926.397312,2929.418427,S1
2929.418427,2931.012904,N
2931.012904,2934.006045,S1
2934.006045,2935.013084,N
2935.013084,2937.950279,S1
2937.950279,2939.712596,N
2939.712596,2942.453978,S1
2942.453978,2943.880615,N
2943.880615,2946.98565,S1
2946.98565,2948.468234,N
2948.468234,2951.545296,S1
2951.545296,2953.447479,N
2953.447479,2956.552514,S1
2956.552514,2958.56659,N
2958.56659,2961.531759,S1
2961.531759,2963.573808,N
2963.573808,2966.371137,S1
2966.371137,2968.301294,N
2968.301294,2971.350382,S1
2971.350382,2972.553233,N
2972.553233,2975.406508,S1
2975.406508,2977.504505,N
2977.504505,2980.35778,S1
2980.35778,2982.036177,N
2982.036177,2985.085265,S1
2985.085265,2986.595823,N
2986.595823,2989.421124,S1
2989.421124,2991.519121,N
2991.519121,2994.456316,S1
2994.456316,2996.134713,N
2996.134713,2998.960015,S1
2998.960015,2999.911107,N
2999.911107,3003.072088,S1
3003.072088,3005.505764,N
3005.505764,3008.414985,S1
3008.414985,3010.429062,N
3010.429062,3013.56207,S1
3013.56207,3015.016681,N
3015.016681,3018.037796,S1
3018.037796,3019.576326,N
3019.576326,3022.541495,S1
3022.541495,3024.835304,N
3024.835304,3027.772499,S1
3027.772499,3029.39495,N
3029.39495,3032.472011,S1
3032.472011,3034.038515,N
3034.038515,3037.031657,S1
3037.031657,3038.346401,N
3038.346401,3041.311569,S1
3041.311569,3042.738207,N
3042.738207,3045.619455,S1
3045.619455,3047.046093,N
3047.046093,3050.039235,S1
3050.039235,3052.053311,N
3052.053311,3055.046453,S1
3055.046453,3056.333224,N
3056.333224,3059.242446,S1
3059.242446,3061.004763,N
3061.004763,3064.053851,S1
3064.053851,3065.116836,N
3065.116836,3068.109977,S1
3068.109977,3069.984187,N
3069.984187,3073.033275,S1
3073.033275,3074.991405,N
3074.991405,3078.068467,S1
3078.068467,3080.026597,N
3080.026597,3082.963792,S1
3082.963792,3084.530296,N
3084.530296,3087.523437,S1
3087.523437,3088.978048,N
3088.978048,3092.05511,S1
3092.05511,3093.985266,N
3093.985266,3097.006381,S1
3097.006381,3098.069366,N
3098.069366,3101.034534,S1
3101.034534,3102.237386,N
3102.237386,3105.258501,S1
3105.258501,3106.769058,N
3106.769058,3109.902066,S1
3109.902066,3111.076944,N
3111.076944,3114.070086,S1
3114.070086,3115.748483,N
3115.748483,3118.573785,S1
3118.573785,3119.860556,N
3119.860556,3122.685858,S1
3122.685858,3124.448175,N
3124.448175,3127.38537,S1
3127.38537,3128.784034,N
3128.784034,3131.721229,S1
3131.721229,3133.25976,N
3133.25976,3136.336821,S1
3136.336821,3137.987245,N
3137.987245,3141.064306,S1
3141.064306,3142.994463,N
3142.994463,3145.987605,S1
3145.987605,3147.414242,N
3147.414242,3150.295491,S1
3150.295491,3152.197674,N
3152.197674,3155.162842,S1
3155.162842,3156.785293,N
3156.785293,3159.834381,S1
3159.834381,3161.093179,N
3161.093179,3163.946454,S1
3163.946454,3165.093359,N
3165.093359,3167.974607,S1
3167.974607,3169.345298,N
3169.345298,3172.42236,S1
3172.42236,3173.96089,N
3173.96089,3177.009978,S1
3177.009978,3178.492563,N
3178.492563,3181.597597,S1
3181.597597,3183.415861,N
3183.415861,3186.409002,S1
3186.409002,3188.171319,N
3188.171319,3191.136488,S1
3191.136488,3192.591099,N
3192.591099,3195.58424,S1
3195.58424,3197.430477,N
3197.430477,3200.283752,S1
3200.283752,3201.878229,N
3201.878229,3205.039211,S1
3205.039211,3206.521795,N
3206.521795,3209.403043,S1
3209.403043,3210.745761,N
3210.745761,3213.54309,S1
3213.54309,3215.557166,N
3215.557166,3218.410441,S1
3218.410441,3220.032892,N
3220.032892,3222.99806,S1
3222.99806,3224.984163,N
3224.984163,3228.061225,S1
3228.061225,3229.04029,N
3229.04029,3232.033431,S1
3232.033431,3233.991561,N
3233.991561,3237.04065,S1
3237.04065,3238.551207,N
3238.551207,3241.488402,S1
3241.488402,3243.026933,N
3243.026933,3246.076021,S1
3246.076021,3248.062124,N
3248.062124,3251.055266,S1
3251.055266,3252.342037,N
3252.342037,3255.363152,S1
3255.363152,3256.761816,N
3256.761816,3259.838877,S1
3259.838877,3261.125649,N
3261.125649,3264.11879,S1
3264.11879,3265.629348,N
3265.629348,3268.538569,S1
3268.538569,3270.580619,N
3270.580619,3273.322001,S1
3273.322001,3275.056345,N
3275.056345,3277.99354,S1
3277.99354,3280.007616,N
3280.007616,3283.000758,S1
3283.000758,3284.651182,N
3284.651182,3287.70027,S1
3287.70027,3289.350694,N
3289.350694,3292.371809,S1
3292.371809,3294.022233,N
3294.022233,3297.043347,S1
3297.043347,3298.721745,N
3298.721745,3301.742859,S1
3301.742859,3303.505176,N
3303.505176,3306.610211,S1
3306.610211,3307.980902,N
3307.980902,3311.057964,S1
3311.057964,3312.568521,N
3312.568521,3315.561663,S1
3315.561663,3317.184113,N
3317.184113,3320.093335,S1
3320.093335,3322.275251,N
3322.275251,3325.184473,S1
3325.184473,3326.555164,N
3326.555164,3329.408439,S1
3329.408439,3330.918996,N
3330.918996,3334.052004,S1
3334.052004,3335.059043,N
3335.059043,3337.968264,S1
3337.968264,3339.898421,N
3339.898421,3342.919536,S1
3342.919536,3344.066441,N
3344.066441,3347.031609,S1
3347.031609,3348.933792,N
3348.933792,3352.010854,S1
3352.010854,3353.465465,N
3353.465465,3356.430633,S1
3356.430633,3358.388763,N
3358.388763,3361.214065,S1
3361.214065,3363.032328,N
3363.032328,3366.081417,S1
3366.081417,3367.060482,N
3367.060482,3369.997677,S1
3369.997677,3372.039726,N
3372.039726,3375.032868,S1
3375.032868,3376.095853,N
3376.095853,3379.116968,S1
3379.116968,3380.935231,N
3380.935231,3383.928373,S1
3383.928373,3385.131224,N
3385.131224,3387.956526,S1
3387.956526,3389.411137,N
3389.411137,3392.488198,S1
3392.488198,3393.942809,N
3393.942809,3397.075817,S1
3397.075817,3398.474481,N
3398.474481,3401.551543,S1
3401.551543,3402.97818,N
3402.97818,3406.083215,S1
3406.083215,3407.509853,N
3407.509853,3410.475021,S1
3410.475021,3412.125445,N
3412.125445,3415.034667,S1
3415.034667,3417.02077,N
3417.02077,3420.069858,S1
3420.069858,3421.916095,N
3421.916095,3424.825317,S1
3424.825317,3426.55966,N
3426.55966,3429.468882,S1
3429.468882,3431.035386,N
3431.035386,3434.000554,S1
3434.000554,3435.595032,N
3435.595032,3438.532227,S1
3438.532227,3439.791024,N
3439.791024,3442.924032,S1
3442.924032,3444.378643,N
3444.378643,3447.511651,S1
3447.511651,3448.630583,N
3448.630583,3451.511831,S1
3451.511831,3453.497934,N
3453.497934,3456.519049,S1
3456.519049,3458.30934,N
3458.30934,3461.330454,S1
3461.330454,3463.148718,N
3463.148718,3466.197806,S1
3466.197806,3467.59647,N
3467.59647,3470.365826,S1
3470.365826,3471.76449,N
3471.76449,3474.617765,S1
3474.617765,3476.575895,N
3476.575895,3479.541063,S1
3479.541063,3480.967701,N
3480.967701,3483.988816,S1
3483.988816,3485.63924,N
3485.63924,3488.576435,S1
3488.576435,3490.031046,N
3490.031046,3492.996214,S1
3492.996214,3494.282985,N
3494.282985,3497.248153,S1
3497.248153,3499.01047,N
3499.01047,3502.003612,S1
3502.003612,3503.34633,N
3503.34633,3506.367444,S1
3506.367444,3508.073815,N
3508.073815,3511.038983,S1
3511.038983,3512.605487,N
3512.605487,3515.458762,S1
3515.458762,3517.416892,N
3517.416892,3520.46598,S1
3520.46598,3522.088431,N
3522.088431,3525.025626,S1
3525.025626,3526.452264,N
3526.452264,3529.305539,S1
3529.305539,3531.319615,N
3531.319615,3534.088971,S1
3534.088971,3535.795341,N
3535.795341,3538.760509,S1
3538.760509,3540.886479,N
3540.886479,3543.823674,S1
3543.823674,3545.530044,N
3545.530044,3548.551159,S1
3548.551159,3550.34145,N
3550.34145,3553.278645,S1
3553.278645,3555.012988,N
3555.012988,3558.00613,S1
3558.00613,3559.544661,N
3559.544661,3562.481856,S1
3562.481856,3563.71268,N
3563.71268,3566.621902,S1
3566.621902,3568.943685,N
3568.943685,3572.048719,S1
3572.048719,3573.783063,N
3573.783063,3576.804178,S1
3576.804178,3578.482575,N
3578.482575,3581.531663,S1
3581.531663,3583.154114,N
3583.154114,3586.007389,S1
3586.007389,3587.993492,N
3587.993492,3591.014607,S1
3591.014607,3592.832871,N
3592.832871,3595.853985,S1
3595.853985,3597.784142,N
3597.784142,3600.777284,S1
3600.777284,3601.616482,N
3601.616482,3604.441784,S1
3604.441784,3605.840448,N
3605.840448,3608.83359,S1
3608.83359,3610.511987,N
3610.511987,3613.449182,S1
3613.449182,3615.239472,N
3615.239472,3617.896935,S1
3617.896935,3619.966958,N
3619.966958,3623.016046,S1
3623.016046,3625.086069,N
3625.086069,3627.967317,S1
3627.967317,3630.037341,N
3630.037341,3632.946562,S1
3632.946562,3634.596986,N
3634.596986,3637.394315,S1
3637.394315,3639.128658,N
3639.128658,3642.093827,S1
3642.093827,3643.548438,N
3643.548438,3646.513606,S1
3646.513606,3648.275923,N
3648.275923,3651.380958,S1
3651.380958,3653.059355,N
