start_time,end_time,label
120.06028,325.894528,N
325.894528,329.036858,S1
329.036858,514.015347,N
514.015347,516.994741,S1
516.994741,751.366001,N
751.366001,754.461778,S1
754.461778,755.043691,N
755.043691,758.186021,S1
758.186021,759.047252,N
759.047252,762.212858,S1
762.212858,763.562896,N
763.562896,766.775056,S1
766.775056,783.603978,N
783.603978,786.699755,S1
786.699755,788.585153,N
788.585153,791.960248,S1
791.960248,889.372476,N
889.372476,893.026889,S1
893.026889,894.609692,N
894.609692,898.031341,S1
898.031341,918.049146,N
918.049146,921.657006,S1
921.657006,968.210042,N
968.210042,971.561861,S1
971.561861,1025.609936,N
1025.609936,1028.845372,S1
1028.845372,1076.934658,N
1076.934658,1080.170094,S1
1080.170094,1260.260514,N
1260.260514,1263.821821,S1
1263.821821,1312.56285,N
1312.56285,1315.379308,S1
1315.379308,1324.620086,N
1324.620086,1327.59948,S1
1327.59948,1330.81164,S1
1330.81164,1333.95397,S1
1333.95397,1345.266357,N
1345.266357,1348.478517,S1
1348.478517,1348.944047,N
1348.944047,1352.412248,S1
1352.412248,1389.794336,N
1389.794336,1392.797007,S1
1392.797007,1395.91606,S1
1395.91606,1451.546938,N
1451.546938,1454.619439,S1
1454.619439,1454.991863,N
1454.991863,1458.15747,S1
1458.15747,1461.323076,S1
1461.323076,1464.465406,S1
1464.465406,1465.000766,N
1465.000766,1468.119819,S1
1468.119819,1471.355255,S1
1471.355255,1479.199442,N
1479.199442,1482.15556,S1
1482.15556,1483.016791,N
1483.016791,1486.508268,S1
1486.508268,1490.046299,S1
1490.046299,1494.142966,N
1494.142966,1497.145637,S1
1497.145637,1500.800051,S1
1500.800051,1504.314805,S1
1504.314805,1504.896718,N
1504.896718,1508.318366,S1
1508.318366,1511.856397,S1
1511.856397,1512.112438,N
1512.112438,1515.859958,S1
1515.859958,1519.444541,S1
1519.444541,1531.175906,N
1531.175906,1534.644108,S1
1534.644108,1534.737214,N
1534.737214,1538.414904,S1
1538.414904,1542.977101,N
1542.977101,1546.119431,S1
1546.119431,1546.957386,N
1546.957386,1550.099716,S1
1550.099716,1553.358428,S1
1553.358428,1553.917065,N
1553.917065,1557.245607,S1
1557.245607,1557.478372,N
1557.478372,1560.29483,S1
1560.29483,1563.204395,N
1563.204395,1566.64932,S1
1566.64932,1567.068297,N
1567.068297,1570.489945,S1
1570.489945,1571.700324,N
1571.700324,1575.424567,S1
1575.424567,1588.436141,N
1588.436141,1591.252599,S1
1591.11294,1593.71991,S1
1593.71991,1645.696375,N
1645.696375,1648.722322,S1
1648.722322,1649.793042,N
1649.793042,1652.888819,S1
1652.888819,1657.078592,N
1657.078592,1659.988157,S1
1659.988157,1661.10543,N
1661.10543,1663.968442,S1
1663.968442,1699.767726,N
1699.767726,1702.537632,S1
1702.537632,1707.402424,N
1707.402424,1710.63786,S1
1710.63786,1754.002013,N
1754.002013,1757.121067,S1
1757.121067,1821.387533,N
1821.387533,1824.366927,S1
1824.366927,1827.369598,N
1827.369598,1830.279163,S1
1830.279163,1830.558481,N
1830.558481,1833.165451,S1
1833.165451,1894.568905,N
1894.568905,1897.431917,S1
1897.431917,1943.077169,N
1943.077169,1945.893628,S2
1945.893628,1993.657042,N
1993.657042,1996.659713,S2
1996.357119,1998.801153,S1
1998.801153,2001.757271,S1
2001.757271,2004.387517,N
2004.387517,2007.273805,S1
2007.273805,2045.703337,N
2045.703337,2048.752561,S2
2048.752561,2048.89222,N
2048.89222,2051.778508,S1
2051.778508,2051.987997,N
2051.987997,2054.804455,S1
2054.804455,2055.013944,N
2055.013944,2058.156274,S1
2058.156274,2101.357491,N
2101.357491,2103.70842,S2
2103.242889,2106.129177,S1
2105.849859,2108.968913,S1
2108.968913,2112.227625,S1
2112.227625,2112.972474,N
2112.972474,2115.765656,S1
2115.765656,2161.224695,N
2161.224695,2164.506685,S2
2164.506685,2221.720366,N
2221.720366,2224.210953,S2
2224.210953,2226.678264,N
2226.678264,2229.564552,S1
2229.37834,2232.5905,S2
2232.194799,2234.615557,S1
2234.615557,2330.887235,N
2330.887235,2334.006289,S1
2334.006289,2335.658921,N
2335.658921,2338.661592,S1
2338.661592,2341.687539,S1
2341.687539,2377.300612,N
2377.300612,2380.047241,S1
2380.047241,2431.418516,N
2431.418516,2434.234975,S1
