start_time,end_time,label
1740.043855,2409.783525,N
2409.783525,2412.82446,S1
2412.82446,2551.868582,N
2551.868582,2555.224096,S1
2555.224096,2560.912741,N
2560.912741,2564.373115,S1
2564.373115,2775.534578,N
2775.534578,2778.942522,S1
2778.942522,2780.725139,N
2780.725139,2784.054438,S1
2784.054438,2790.372243,N
2790.372243,2794.016121,S1
2794.016121,2794.80257,N
2794.80257,2798.315374,S1
2798.315374,3255.373115,N
3255.373115,3258.912134,S1
3258.912134,3336.534615,N
3336.534615,3339.94256,S1
3339.94256,3409.62191,N
3409.62191,3412.5842,S1
3412.5842,3413.868733,N
3413.868733,3417.040742,S1
3417.040742,3419.688453,N
3419.688453,3422.572098,S1
3422.572098,3430.226865,N
3430.226865,3433.687239,S1
3433.687239,3434.997987,N
3434.997987,3438.012706,S1
3438.012706,3439.244809,N
3439.244809,3442.495464,S1
3442.495464,3444.042146,N
3444.042146,3447.319015,S1
3447.319015,3457.988502,N
3457.988502,3461.186727,S1
3461.186727,3463.283923,N
3463.283923,3466.298643,S1
3466.298643,3472.773737,N
3472.773737,3475.867101,S1
3475.867101,3477.728363,N
3477.728363,3480.900373,S1
3480.900373,3496.760421,N
3496.760421,3500.063505,S1
3500.063505,3501.662617,N
3501.662617,3504.913272,S1
3504.913272,3511.938879,N
3511.938879,3515.084674,S1
3515.084674,3516.447852,N
3516.447852,3519.803366,S1
3519.803366,3521.900562,N
3521.900562,3525.020142,S1
3525.020142,3526.750329,N
3526.750329,3530.027198,S1
3530.027198,3531.442806,N
3531.442806,3534.981825,S1
3534.981825,3536.397433,N
3536.397433,3539.569442,S1
3539.569442,3541.614209,N
3541.614209,3544.733788,S1
3544.733788,3568.510752,N
3568.510752,3571.577902,S1
3571.577902,3581.880379,N
3581.880379,3585.340754,S1
3585.340754,3591.737203,N
3591.737203,3595.250007,S1
3595.250007,3597.032624,N
3597.032624,3600.597857,S1
3600.597857,3601.751315,N
3601.751315,3605.421409,S1
3605.421409,3606.024353,N
3606.024353,3609.484727,S1
3609.484727,3611.005195,N
3611.005195,3614.491784,S1
3614.491784,3616.7987,N
3616.7987,3620.232859,S1
3620.232859,3622.4087,N
3622.4087,3625.737999,S1
3625.737999,3626.314728,N
3626.314728,3629.748887,S1
3629.748887,3631.452859,N
3631.452859,3634.729729,S1
3634.729729,3636.80071,N
3636.80071,3640.208654,S1
3640.208654,3642.410711,N
3642.410711,3645.53029,S1
3645.53029,3710.490949,N
3710.490949,3714.082398,S1
3714.082398,3730.807539,N
3730.807539,3734.110623,S1
3734.110623,3741.477026,N
3741.477026,3744.78011,S1
3744.78011,3746.798662,N
3746.798662,3750.075531,S1
3750.075531,3951.53746,N
3951.53746,3954.788115,S1
3954.788115,7756.743042,N
7756.743042,7759.731546,S1
7759.731546,8108.023439,N
8108.023439,8111.326523,S1
8111.326523,8112.715916,N
8112.715916,8115.887925,S1
8115.887925,8117.827832,N
8117.827832,8121.026057,S1
8121.026057,8123.464047,N
8123.464047,8126.950636,S1
8126.950636,8128.392459,N
8128.392459,8131.564469,S1
8131.564469,8133.111151,N
8133.111151,8136.38802,S1
8136.38802,8137.934703,N
8137.934703,8140.896993,S1
8140.896993,8142.732039,N
8142.732039,8145.799189,S1
8145.799189,8148.001245,N
8148.001245,8151.173255,S1
8151.173255,8152.457788,N
8152.457788,8155.341433,S1
8155.341433,8395.785,N
8395.785,8398.878365,S1
8398.878365,8765.258576,N
8765.258576,8768.692735,S1
8768.692735,8787.174279,N
8787.174279,8790.608438,S1
8790.608438,8792.05026,N
8792.05026,8795.589279,S1
8795.589279,8797.398111,N
8797.398111,8800.701195,S1
8800.701195,8802.483812,N
8802.483812,8806.049046,S1
8806.049046,8807.988953,N
8807.988953,8811.056103,S1
8811.056103,8823.350917,N
8823.350917,8826.91615,S1
8826.91615,8828.987132,N
8828.987132,8832.447506,S1
8832.447506,9127.47061,N
9127.47061,9130.878554,S1
9130.878554,9137.799302,N
9137.799302,9141.102386,S1
9141.102386,9143.750097,N
9143.750097,9147.210471,S1
9147.210471,9155.284677,N
9155.284677,9158.430472,S1
9158.430472,9164.119117,N
9164.119117,9167.448416,S1
9167.448416,9207.845662,N
9207.845662,9211.227391,S1
9211.227391,9219.275382,N
9219.275382,9222.342532,S1
9222.342532,9720.400463,N
9720.400463,9723.651117,S1
9723.651117,9724.83079,N
9724.83079,9728.107659,S1
9728.107659,9730.834015,N
9730.834015,9733.848734,S1
9733.848734,9735.605136,N
9735.605136,9738.829576,S1
9738.829576,9741.346212,N
9741.346212,9745.04252,S1
9745.04252,9746.956212,N
9746.956212,9750.128222,S1
9750.128222,9763.655138,N
9763.655138,9767.010653,S1
9767.010653,9774.927569,N
9774.927569,9778.152008,S1
9778.152008,9780.091915,N
9780.091915,9783.106635,S1
9783.106635,9806.56902,N
9806.56902,9809.636169,S1
9809.636169,9818.129815,N
9818.129815,9821.17075,S1
9821.17075,9823.372806,N
9823.372806,9826.78075,S1
9826.78075,9844.161265,N
9844.161265,9847.385705,S1
9847.385705,9856.08907,N
9856.08907,9859.234864,S1
9859.234864,9867.754725,N
9867.754725,9871.215099,S1
9871.215099,9873.993884,N
9873.993884,9877.165894,S1
9877.165894,9885.449819,N
9885.449819,9889.041268,S1
9889.041268,9891.00739,N
9891.00739,9894.336689,S1
9894.336689,9896.82711,N
9896.82711,9900.130194,S1
9900.130194,9902.830335,N
9902.830335,9906.212064,S1
9906.212064,9907.994681,N
9907.994681,9911.06183,S1
9911.06183,9917.825289,N
9917.825289,9921.180803,S1
9921.180803,9922.596411,N
9922.596411,9925.92571,S1
9925.92571,9927.891832,N
9927.891832,9931.247346,S1
9931.247346,9933.056178,N
9933.056178,9936.149542,S1
9936.149542,9937.958374,N
9937.958374,9941.156599,S1
9941.156599,9943.306225,N
9943.306225,9946.478235,S1
9946.478235,9958.956553,N
9958.956553,9962.285853,S1
9962.285853,9965.012208,N
9965.012208,9968.131787,S1
9968.131787,9970.019264,N
9970.019264,9973.191274,S1
9973.191274,9975.681695,N
9975.681695,9978.801274,S1
9978.801274,9981.527629,N
9981.527629,9984.752069,S1
9984.752069,9986.770621,N
9986.770621,9989.94263,S1
9989.94263,9992.590341,N
9992.590341,9995.526415,S1
9995.526415,9998.016836,N
9998.016836,10001.16263,S1
10001.16263,10003.96763,N
10003.96763,10007.00857,S1
10007.00857,10009.47277,N
10009.47277,10012.56614,S1
10012.56614,10014.92548,N
10014.92548,10018.30721,S1
10018.30721,10026.1717,N
10026.1717,10029.73693,S1
10029.73693,10031.51955,N
10031.51955,10034.74399,S1
10034.74399,10037.10333,N
10037.10333,10040.24913,S1
10040.24913,10042.94927,N
10042.94927,10046.27857,S1
10046.27857,10048.74277,N
10048.74277,10052.09829,S1
10052.09829,10054.45763,N
10054.45763,10057.78693,S1
10057.78693,10059.80549,N
10059.80549,10063.10857,S1
10063.10857,10070.05553,N
10070.05553,10073.25376,S1
10073.25376,10080.67259,N
10080.67259,10083.92324,S1
10083.92324,10091.91881,N
10091.91881,10095.03839,S1
10095.03839,10096.40156,N
10096.40156,10099.83572,S1
10099.83572,10102.01156,N
10102.01156,10105.18357,S1
10105.18357,10118.52698,N
10118.52698,10121.83007,S1
10121.83007,10123.90105,N
10123.90105,10127.09928,S1
10127.09928,10156.09302,N
10156.09302,10159.31745,S1
10159.31745,10171.03554,N
10171.03554,10174.28619,S1
10174.28619,10182.07204,N
10182.07204,10185.19162,S1
10185.19162,10187.4461,N
10187.4461,10190.80162,S1
10190.80162,10202.67699,N
10202.67699,10205.92764,S1
10205.92764,10208.49671,N
10208.49671,10211.87844,S1
10211.87844,10214.68344,N
10214.68344,10218.06517,S1
10218.06517,10219.63807,N
10219.63807,10223.09844,S1
10223.09844,10224.59269,N
10224.59269,10227.94821,S1
10227.94821,10281.00728,N
10281.00728,10284.10064,S1
10284.10064,10287.27265,N
10287.27265,10290.54952,S1
10290.54952,10314.69349,N
10314.69349,10317.8655,S1
10317.8655,10320.1462,N
10320.1462,10322.97742,S1
10322.97742,10325.86106,N
10325.86106,10329.05929,S1
10329.05929,10330.92055,N
10330.92055,10334.14499,S1
10334.14499,10358.55111,N
10358.55111,10361.72312,S1
10361.72312,10394.62289,N
10394.62289,10397.92598,S1
10397.92598,10409.82757,N
10409.82757,10413.20929,S1
10413.20929,10455.20565,N
10455.20565,10458.58738,S1
10458.58738,10461.75939,N
10461.75939,10464.95762,S1
10464.95762,10467.39561,N
10467.39561,10470.48897,S1
10470.48897,10472.95318,N
10472.95318,10476.28248,S1
10476.28248,10828.24446,N
10828.24446,10831.73105,S1
10831.73105,10847.74839,N
10847.74839,10851.20876,S1
