start_time,end_time,label
480.049202,558.099721,N
558.099721,561.276942,S1
561.276942,570.006276,N
570.006276,573.21559,S1
573.21559,580.629106,N
580.629106,583.710047,S1
583.710047,583.966792,N
583.966792,587.304479,S1
587.304479,588.459832,N
588.459832,591.669146,S1
591.669146,592.920779,N
592.920779,596.194279,S1
596.194279,601.61802,N
601.61802,604.763148,S1
604.763148,607.908275,S1
607.908275,637.658617,N
637.658617,640.803745,S1
640.803745,642.953985,S1
642.953985,758.553479,N
758.553479,761.666514,S1
761.666514,799.440141,N
799.440141,802.681548,S1
802.681548,803.451783,N
803.451783,806.821563,S1
806.821563,807.174588,N
807.174588,810.319715,S1
810.319715,813.625309,S1
813.625309,814.106706,N
814.106706,817.187647,S1
817.187647,900.373069,N
900.373069,903.100986,S1
903.100986,936.991343,N
936.991343,939.751353,S1
939.751353,974.732876,N
974.732876,977.4287,S1
977.4287,986.607338,N
986.607338,989.110603,S1
989.110603,1008.270209,N
1008.270209,1011.383243,S1
1011.383243,1012.025106,N
1012.025106,1015.170234,S1
1015.170234,1015.587445,N
1015.587445,1018.732573,S1
1018.732573,1019.63118,N
1019.63118,1022.872588,S1
1022.872588,1026.531206,N
1026.531206,1029.676334,S1
1029.676334,1032.757275,S1
1032.757275,1033.367045,N
1033.367045,1036.191241,S1
1036.191241,1046.428953,N
1046.428953,1049.349429,S1
1049.349429,1074.574638,N
1074.574638,1077.591393,S1
1077.591393,1116.295721,N
1116.295721,1118.7348,S1
1118.7348,1152.689343,N
1152.689343,1155.93075,S2
1155.93075,1164.756364,N
1164.756364,1167.548467,S1
1167.548467,1194.891823,N
1194.891823,1197.972765,S1
1197.972765,1203.909996,N
1203.909996,1207.183496,S1
1207.183496,1207.953731,N
1207.953731,1211.034673,S1
1211.034673,1236.420347,N
1236.420347,1239.629662,S1
1239.629662,1239.982686,N
1239.982686,1243.192,S1
1243.192,1244.154794,N
1244.154794,1247.460388,S1
1247.460388,1247.941785,N
1247.941785,1251.151099,S1
1251.151099,1256.125536,N
1256.125536,1259.302757,S1
1259.302757,1259.655781,N
1259.655781,1262.768816,S1
1262.768816,1263.025561,N
1263.025561,1266.07441,S1
1266.07441,1272.557224,N
1272.557224,1275.606073,S1
1275.606073,1276.376308,N
1276.376308,1279.425156,S2
1278.975852,1282.024701,S1
1282.024701,1311.614577,N
1311.614577,1314.599239,S1
1314.599239,1344.157022,N
1344.157022,1347.109591,S1
1347.109591,1356.063577,N
1356.063577,1359.36917,S1
1359.36917,1362.674764,S1
1362.674764,1363.027788,N
1363.027788,1366.333382,S1
1366.333382,1366.911058,N
1366.911058,1370.184559,S1
1370.184559,1370.345025,N
1370.345025,1373.297594,S1
1373.297594,1373.618525,N
1373.618525,1376.667373,S1
1376.667373,1384.305541,N
1384.305541,1387.16183,S1
1387.16183,1409.851681,N
1409.851681,1413.542392,S2
1413.542392,1419.96102,N
1419.96102,1423.394987,S1
1423.394987,1446.630421,N
1446.630421,1449.903921,S2
1449.903921,1459.724422,N
1459.724422,1462.676991,S1
1462.676991,1481.644037,N
1481.644037,1484.821258,S1
1484.821258,1485.110097,N
1485.110097,1488.223131,S2
1488.223131,1499.166892,N
1499.166892,1501.79853,S2
1501.79853,1501.958996,N
1501.958996,1504.975751,S2
1504.975751,1508.217158,S2
1507.543202,1510.68833,S1
1510.68833,1512.966943,N
1512.966943,1516.272536,S1
1516.272536,1516.72184,N
1516.72184,1519.931154,S1
1519.931154,1539.443784,N
1539.443784,1542.621005,S2
1542.621005,1542.749378,N
1542.749378,1545.348922,S1
1545.348922,1548.558236,S1
1548.558236,1551.703364,S1
1551.703364,1574.682053,N
1574.682053,1577.377877,S2
1577.249504,1579.367651,S1
1579.367651,1582.127662,S1
1582.127662,1585.112324,S1
1585.112324,1588.032799,N
1588.032799,1591.113741,S1
1591.113741,1605.780306,N
1605.780306,1608.829155,S2
1608.444037,1611.204047,S1
1611.204047,1614.220802,N
1614.220802,1617.173371,S1
1617.173371,1645.190683,N
1645.190683,1647.982787,S2
1647.661855,1649.908375,S1
1649.908375,1651.513032,N
1651.513032,1654.593974,S1
1654.593974,1685.692227,N
1685.692227,1688.869448,S2
1688.869448,1692.175042,S2
1692.175042,1692.207135,N
1692.207135,1694.582027,S1
1694.582027,1694.742493,N
1694.742493,1697.759248,S1
1697.342037,1700.455072,S1
1700.455072,1701.289494,N
1701.289494,1704.242063,S1
1704.242063,1720.834217,N
1720.834217,1723.465854,S3
1723.177016,1726.001212,S1
1725.744467,1728.825409,S1
1728.440291,1731.617512,S1
1731.617512,1754.949225,N
1754.949225,1757.965981,S2
1757.965981,1760.693898,S2
1759.923662,1762.009716,S1
1762.009716,1764.320423,N
1764.320423,1767.46555,S1
1766.984153,1770.193467,S1
1770.193467,1784.763753,N
1784.763753,1787.780509,S2
1787.780509,1788.069347,N
1788.069347,1791.310754,S2
1791.310754,1808.576864,N
1808.576864,1810.919663,S1
1810.438266,1813.101997,S2
1812.652693,1816.182938,S1
1816.182938,1850.458413,N
1850.458413,1853.218423,S1
1853.218423,1855.914247,S1
1855.529129,1858.674257,S1
1858.674257,1861.530546,S1
1861.498453,1864.386836,S1
1864.386836,1884.830167,N
1884.830167,1887.846922,S2
1887.846922,1890.38228,S2
1889.900883,1892.757173,S2
1892.404148,1895.581369,S1
1895.581369,1911.114449,N
1911.114449,1914.227484,S1
1913.746087,1916.088886,S1
1915.832141,1917.821916,S1
1917.821916,1920.293088,N
1920.293088,1922.796353,S1
1922.796353,1950.364361,N
1950.364361,1953.31693,S1
1953.31693,1956.173219,S2
1956.173219,1958.997415,S2
1958.997415,1959.125788,N
1959.125788,1961.949984,S1
1961.949984,1964.96674,S1
1964.96674,1988.555198,N
1988.555198,1991.507767,S2
1991.507767,1991.53986,N
1991.53986,1994.428243,S1
1994.428243,1997.573371,S2
1997.573371,2018.369726,N
2018.369726,2021.097643,S2
2021.06555,2023.440442,S2
2023.440442,2025.654869,S1
2025.46231,2027.740923,S1
2027.740923,2054.763348,N
2054.763348,2057.074054,S2
2057.074054,2057.780103,N
2057.780103,2060.50802,S1
2060.50802,2091.15697,N
2091.15697,2094.109539,S2
2094.109539,2099.982584,N
2099.982584,2103.191898,S1
2103.191898,2127.646871,N
2127.646871,2130.374788,S2
2130.374788,2133.070612,S1
2132.33247,2134.771548,S1
2134.771548,2137.820397,S1
2137.820397,2159.483267,N
2159.483267,2162.532115,S2
2162.050718,2164.939101,S2
2164.810728,2167.634925,S1
2167.634925,2170.780052,S1
2170.780052,2173.700528,S1
2173.700528,2193.052692,N
2193.052692,2195.459678,S3
2195.010374,2197.224801,S2
2197.224801,2230.12027,N
2230.12027,2233.201212,S2
2233.201212,2236.025408,S1
2235.768663,2238.207742,S1
2238.207742,2335.2574,N
2335.2574,2338.145782,S1
2338.145782,2346.554185,N
2346.554185,2349.699313,S1
2349.699313,2351.689088,N
2351.689088,2354.866309,S1
2354.866309,2362.472383,N
2362.472383,2365.489138,S1
2365.489138,2366.708678,N
2366.708678,2369.917992,S1
2369.917992,2371.618928,N
2371.618928,2374.731963,S1
2374.731963,2388.532014,N
2388.532014,2391.324117,S1
2391.324117,2405.380913,N
2405.380913,2408.750692,S1
2408.750692,2409.970232,N
2409.970232,2413.436291,S1
2413.436291,2426.209361,N
2426.209361,2429.25821,S1
2429.25821,2436.671725,N
2436.671725,2439.367549,S1
2439.367549,2443.347098,N
2443.347098,2446.556412,S1
2446.556412,2463.020194,N
2463.020194,2465.94067,S1
2465.94067,2484.105387,N
2484.105387,2487.50726,S1
2487.50726,2489.497035,N
2489.497035,2492.738442,S1
2492.738442,2493.893795,N
2493.893795,2497.167296,S1
2497.167296,2508.849199,N
2508.849199,2511.930141,S1
2511.930141,2530.31951,N
2530.31951,2532.919055,S1
2532.919055,2566.231735,N
2566.231735,2569.665701,S1
2569.665701,2570.179191,N
2570.179191,2573.548971,S1
2573.548971,2575.153628,N
2575.153628,2578.587594,S1
2578.587594,2579.614575,N
2579.614575,2582.791796,S1
2582.791796,2595.4044,N
2595.4044,2598.196503,S1
2598.196503,2638.31293,N
2638.31293,2641.361778,S1
2641.361778,2642.61341,N
2642.61341,2645.854818,S1
2645.854818,2648.967852,S1
2648.967852,2649.898553,N
2649.898553,2652.979495,S1
2652.979495,2655.771598,S1
2655.771598,2658.85254,S1
2658.85254,2673.101894,N
2673.101894,2675.926091,S1
2675.926091,2681.12518,N
2681.12518,2684.077749,S1
2684.077749,2684.91217,N
2684.91217,2688.217764,S1
2688.217764,2691.362891,S1
2691.362891,2713.346693,N
2713.346693,2716.556007,S1
2716.556007,2717.19787,N
2717.19787,2720.278811,S1
2720.278811,2735.811892,N
2735.811892,2738.796554,S1
2738.796554,2739.085392,N
2739.085392,2741.781216,S2
2741.781216,2780.325078,N
2780.325078,2783.823231,S1
2783.823231,2810.235885,N
2810.235885,2812.963802,S2
2812.963802,2822.23872,N
2822.23872,2825.191289,S1
2825.191289,2852.663018,N
2852.663018,2855.519307,S2
2855.519307,2864.53748,N
2864.53748,2867.778887,S1
2867.778887,2868.998427,N
2868.998427,2872.207741,S1
2872.207741,2873.170535,N
2873.170535,2876.347756,S1
2876.347756,2897.497136,N
2897.497136,2900.545984,S1
2900.545984,2903.851578,S1
2903.851578,2919.063726,N
2919.063726,2921.823737,S1
2921.823737,2925.546541,N
2925.546541,2928.40283,S1
2928.40283,2950.77175,N
2950.77175,2953.788505,S2
2953.788505,2960.752716,N
2960.752716,2963.865751,S1
2963.865751,2965.08529,N
2965.08529,2968.134139,S1
2968.134139,2969.610423,N
2969.610423,2972.787644,S1
2972.787644,2992.396553,N
2992.396553,2995.156564,S2
2995.156564,3004.271016,N
3004.271016,3007.416143,S1
3007.416143,3007.929634,N
3007.929634,3011.395693,S1
3011.395693,3014.669193,S1
3014.669193,3032.127862,N
3032.127862,3034.984151,S1
3034.984151,3039.252539,N
3039.252539,3042.269294,S1
3042.269294,3042.975344,N
3042.975344,3046.184658,S1
3046.184658,3069.644744,N
3069.644744,3073.335455,S1
3073.335455,3077.186632,N
3077.186632,3080.171294,S1
3080.171294,3080.588505,N
3080.588505,3083.765726,S1
3083.765726,3105.203944,N
3105.203944,3108.02814,S1
3108.02814,3111.044895,N
3111.044895,3113.965371,S1
3113.965371,3115.409563,N
3115.409563,3118.618877,S1
3118.618877,3143.202223,N
3143.202223,3146.283164,S3
3146.283164,3157.48367,N
3157.48367,3160.147401,S1
3160.147401,3179.595844,N
3179.595844,3182.6126,S2
3182.6126,3184.955399,S1
3184.955399,3188.453551,N
3188.453551,3191.566586,S1
3191.566586,3191.983797,N
3191.983797,3195.128925,S1
3195.128925,3221.798325,N
3221.798325,3224.81508,S2
3224.81508,3227.510904,S1
3227.510904,3230.046262,N
3230.046262,3232.934645,S1
3232.934645,3236.047679,S1
3236.047679,3237.106753,N
3237.106753,3240.34816,S1
3240.34816,3265.733835,N
3265.733835,3268.686404,S2
3268.686404,3269.135708,N
3269.135708,3272.730139,S1
3272.730139,3275.072939,N
3275.072939,3278.378532,S1
3278.378532,3305.818168,N
3305.818168,3308.80283,S2
3308.80283,3316.216345,N
3316.216345,3319.104728,S1
3319.104728,3324.496376,N
3324.496376,3327.834062,S1
3327.834062,3372.539808,N
3372.539808,3375.460284,S1
3375.460284,3377.931455,N
3377.931455,3380.755652,S1
3380.755652,3401.038517,N
3401.038517,3403.894806,S1
3403.541782,3406.430165,S1
3406.430165,3411.115763,N
3411.115763,3413.811587,S1
3413.811587,3429.793971,N
3429.793971,3432.971192,S2
3432.971192,3433.388403,N
3433.388403,3436.693996,S2
3436.693996,3439.871217,S1
3439.871217,3443.786581,N
3443.786581,3446.963802,S1
3446.963802,3447.573571,N
3447.573571,3450.654513,S1
3450.654513,3465.54573,N
3465.54573,3468.626672,S2
3468.626672,3489.647679,N
3489.647679,3492.696527,S2
3492.696527,3499.500273,N
3499.500273,3502.709587,S1
3502.709587,3527.998982,N
3527.998982,3531.561321,S2
3531.561321,3538.429253,N
3538.429253,3541.510195,S1
3541.510195,3567.82657,N
3567.82657,3571.035884,S2
3571.035884,3574.116826,S1
3574.116826,3597.095515,N
3597.095515,3600.176456,S2
3600.176456,3607.814624,N
3607.814624,3611.088124,S1
3611.088124,3611.537428,N
3611.537428,3614.682556,S1
3614.682556,3677.681392,N
3677.681392,3680.858613,S1
3680.858613,3681.885593,N
3681.885593,3685.062814,S1
3685.062814,3688.047476,S1
3688.047476,3714.395945,N
3714.395945,3717.123862,S2
3717.123862,3749.120723,N
3749.120723,3752.490503,S2
3752.490503,3754.929582,N
3754.929582,3758.170989,S1
3758.170989,3758.877038,N
3758.877038,3762.246818,S1
3762.246818,3784.358992,N
3784.358992,3787.279468,S2
3787.279468,3795.527405,N
3795.527405,3798.993464,S1
3798.993464,3826.850311,N
3826.850311,3829.995439,S2
3829.995439,3842.640136,N
3842.640136,3845.913636,S1
3845.913636,3846.908524,N
3846.908524,3850.149931,S1
3850.149931,3850.888073,N
3850.888073,3854.097387,S1
3854.097387,3854.514598,N
3854.514598,3857.691819,S1
3857.691819,3865.87557,N
3865.87557,3868.603487,S1
3868.603487,3872.871875,N
3872.871875,3875.952816,S1
3875.952816,3899.220344,N
3899.220344,3901.94826,S2
3901.94826,3916.069243,N
3916.069243,3919.342743,S1
3919.342743,3920.048792,N
3920.048792,3923.129734,S1
3923.129734,3923.996248,N
3923.996248,3927.205562,S1
3927.205562,3928.906499,N
3928.906499,3931.923254,S1
3931.923254,3951.243325,N
3951.243325,3954.35636,S1
3954.35636,3955.094502,N
3955.094502,3958.207537,S1
3958.207537,3997.008144,N
3997.008144,4000.313737,S1
4000.313737,4017.515661,N
4017.515661,4020.179392,S1
4020.179392,4063.537225,N
4063.537225,4066.489794,S1
4066.489794,4073.19726,N
4073.19726,4076.085643,S1
