start_time,end_time,label,duration
1080.078376,1093.478529,N,13.400153000000046
1093.478529,1096.828567,S1,3.3500380000000405
1096.828567,1134.557154,N,37.72858700000006
1134.557154,1137.939717,S1,3.382562999999891
1137.939717,1179.115916,N,41.176199
1179.115916,1182.270807,S1,3.1548910000001342
1182.270807,1284.463238,N,102.19243099999994
1284.463238,1287.520555,S1,3.057317000000012
1287.520555,1429.10033,N,141.57977499999993
1429.10033,1432.222695,S1,3.122364999999945
1432.222695,1436.971293,N,4.748598000000129
1436.971293,1440.223758,S1,3.2524650000000292
1440.223758,1450.566595,N,10.342836999999918
1450.566595,1453.819059,S1,3.252463999999918
1453.819059,1457.624442,N,3.80538300000012
1457.624442,1460.974481,S1,3.3500389999999243
1460.974481,1480.424218,N,19.44973700000014
1480.424218,1483.676682,S1,3.252463999999918
1483.676682,1488.945674,N,5.268992000000026
1488.945674,1492.425811,S1,3.4801370000000134
1492.425811,1496.036047,N,3.6102359999999862
1496.036047,1499.41861,S1,3.382562999999891
1499.41861,1500.069103,N,0.6504930000000968
1500.069103,1503.321567,S1,3.252463999999918
1503.321567,1512.623615,N,9.302048000000013
1512.623615,1515.843555,S1,3.2199399999999514
1515.843555,1517.599886,N,1.7563310000000456
1517.599886,1520.787301,S1,3.187415000000101
1520.787301,1521.893139,N,1.1058379999999488
1521.893139,1525.243177,S1,3.3500380000000405
1525.243177,1531.487909,N,6.244731999999885
1531.487909,1534.642799,S1,3.154890000000023
1534.642799,1537.049623,N,2.4068240000001424
1537.049623,1540.334612,S1,3.284988999999996
1540.334612,1561.150384,N,20.815771999999924
1561.150384,1564.500422,S1,3.3500380000000405
1564.500422,1565.085866,N,0.5854439999998249
1565.085866,1568.33833,S1,3.2524640000001455
1568.33833,1569.379119,N,1.0407889999999043
1569.379119,1572.859256,S1,3.4801370000000134
1572.859256,1578.030674,N,5.171418000000131
1578.030674,1581.283138,S1,3.252463999999918
1581.283138,1585.966687,N,4.683549000000085
1585.966687,1589.34925,S1,3.382562999999891
1589.34925,1590.064792,N,0.715541999999914
1590.064792,1593.252207,S1,3.187415000000101
1593.252207,1594.097848,N,0.8456410000001142
1594.097848,1597.415362,S1,3.3175139999998464
1597.415362,1599.041594,N,1.6262320000000727
1599.041594,1602.359108,S1,3.317514000000074
1602.359108,1603.009601,N,0.6504929999998694
1603.009601,1606.359639,S1,3.3500380000000405
1606.359639,1609.612103,S1,3.252463999999918
1609.612103,1610.034924,N,0.4228210000001127
1610.034924,1613.417487,S1,3.382562999999891
1613.417487,1648.153806,N,34.736319000000094
1648.153806,1651.503845,S1,3.3500389999999243
1651.503845,1654.138341,N,2.6344960000001265
1654.138341,1657.42333,S1,3.284988999999996
1657.42333,1659.472382,N,2.049051999999847
1659.472382,1662.789896,S1,3.317514000000074
1662.789896,1663.570488,N,0.7805920000000697
1663.570488,1666.822952,S1,3.252463999999918
1666.822952,1668.221512,N,1.3985600000000886
1668.221512,1671.636599,S1,3.4150869999998577
1671.636599,1672.547289,N,0.9106900000001588
1672.547289,1675.799754,S1,3.252464999999802
1675.799754,1676.808018,N,1.0082640000000538
1676.808018,1680.190581,S1,3.3825630000001183
1680.190581,1681.068746,N,0.8781649999998535
1681.068746,1684.32121,S1,3.2524640000001455
1684.32121,1685.459573,N,1.1383630000000267
1685.459573,1688.809611,S1,3.350037999999813
1688.809611,1689.980499,N,1.1708880000001045
1689.980499,1693.330537,S1,3.3500380000000405
1693.330537,1694.664047,N,1.333509999999933
1694.664047,1698.014086,S1,3.3500389999999243
1698.014086,1698.859726,N,0.8456400000000031
1698.859726,1702.242289,S1,3.3825630000001183
1702.242289,1738.507267,N,36.26497799999993
1738.507267,1741.857306,S1,3.3500390000001516
1741.857306,1798.775432,N,56.9181259999998
1798.775432,1801.962848,S1,3.1874159999999847
1801.962848,1819.005761,N,17.042913
1819.005761,1822.323275,S1,3.317514000000074
1822.323275,1849.741549,N,27.41827400000011
1849.741549,1852.89644,S1,3.154890999999907
1852.89644,1860.539731,N,7.64329100000009
1860.539731,1863.792196,S1,3.2524650000000292
1863.792196,1873.41949,N,9.627293999999893
1873.41949,1876.63943,S1,3.2199399999999514
1876.63943,1884.022524,N,7.383094000000028
1884.022524,1887.372562,S1,3.3500380000000405
1887.372562,1898.203269,N,10.830707000000075
1898.203269,1901.488258,S1,3.284988999999996
1901.488258,1906.562102,N,5.073844000000008
1906.562102,1909.847091,S1,3.284988999999996
1909.847091,1922.629277,N,12.78218599999991
1922.629277,1925.751642,S1,3.122364999999945
1925.751642,1927.573022,N,1.8213800000000901
1927.573022,1930.890536,S1,3.317514000000074
1930.890536,1931.963849,N,1.073312999999871
1931.963849,1935.313888,S1,3.3500389999999243
1935.313888,1941.98144,N,6.667552000000114
1941.98144,1945.233904,S1,3.252463999999918
