start_time,end_time,label,duration
329.975055,756.645936,N,426.670881
756.645936,759.646119,S1,3.0001829999999927
759.646119,913.335449,N,153.68933000000004
913.335449,916.335631,S1,3.0001819999999952
916.335631,954.777965,N,38.44233399999996
954.777965,957.778147,S1,3.0001819999999952
957.778147,975.979252,N,18.201104999999984
975.979252,978.979434,S1,3.0001819999999952
978.979434,982.739663,N,3.760228999999981
982.739663,985.739845,S1,3.0001819999999952
985.739845,998.540622,N,12.80077700000004
998.540622,1001.540804,S1,3.0001819999999952
1001.540804,1083.345771,N,81.80496700000003
1083.345771,1086.345953,S1,3.0001819999999952
1086.345953,1094.306436,N,7.9604830000000675
1094.306436,1097.306618,S1,3.0001819999999952
1097.306618,1139.469178,N,42.162559999999985
1139.469178,1142.46936,S1,3.0001819999999952
1142.46936,1143.149401,N,0.6800409999998465
1143.149401,1146.149583,S1,3.0001819999999952
1146.149583,1147.109642,N,0.9600590000000011
1147.109642,1150.109824,S1,3.0001819999999952
1150.109824,1155.030123,N,4.920299000000114
1155.030123,1158.030305,S1,3.0001819999999952
1158.030305,1158.790351,N,0.7600460000001021
1158.790351,1161.790533,S1,3.0001819999999952
1161.790533,1162.23056,N,0.4400269999998727
1162.23056,1165.230742,S1,3.0001819999999952
1165.230742,1165.830778,N,0.6000360000000455
1165.830778,1168.83096,S1,3.0001819999999952
1168.83096,1171.831143,S1,3.0001830000001064
1171.831143,1172.911208,N,1.0800649999998768
1172.911208,1175.91139,S1,3.0001819999999952
1175.91139,1176.511427,N,0.6000369999999293
1176.511427,1179.511609,S1,3.0001819999999952
1179.511609,1183.991881,N,4.480272000000014
1183.991881,1186.992063,S1,3.0001819999999952
1186.992063,1188.59216,N,1.6000970000000052
1188.59216,1191.632345,S1,3.040185000000065
1191.632345,1196.552643,N,4.9202980000000025
1196.552643,1199.552826,S1,3.0001830000001064
1199.552826,1199.592828,N,0.04000199999995857
1199.592828,1202.59301,S1,3.0001819999999952
1202.59301,1205.593192,S1,3.0001819999999952
1205.593192,1231.034737,N,25.441544999999905
1231.034737,1234.034919,S1,3.0001819999999952
1234.034919,1242.435429,N,8.400510000000168
1242.435429,1245.435611,S1,3.0001819999999952
1245.435611,1245.795633,N,0.3600219999998444
1245.795633,1248.795815,S1,3.0001819999999952
1248.795815,1251.795997,S1,3.0001819999999952
1251.795997,1252.316029,N,0.5200320000001284
1252.316029,1255.316211,S1,3.0001819999999952
1255.316211,1256.356274,N,1.0400629999999182
1256.356274,1259.356456,S1,3.0001819999999952
1259.356456,1264.076743,N,4.7202870000000985
1264.076743,1267.076925,S1,3.0001819999999952
1267.076925,1293.158508,N,26.08158299999991
1293.158508,1296.158691,S1,3.0001830000001064
1296.158691,1319.04008,N,22.8813889999999
1319.04008,1322.040262,S1,3.0001819999999952
1322.040262,1335.281066,N,13.240804000000026
1335.281066,1338.281248,S1,3.0001819999999952
1338.281248,1339.881345,N,1.6000970000000052
1339.881345,1342.881527,S1,3.0001819999999952
1342.881527,1356.322343,N,13.44081600000004
1356.322343,1359.322525,S1,3.0001819999999952
1359.322525,1360.002567,N,0.6800419999999576
1360.002567,1363.002749,S1,3.0001819999999952
1363.002749,1366.002931,S1,3.0001819999999952
1366.002931,1367.483021,N,1.4800900000000183
1367.483021,1370.483203,S1,3.0001819999999952
1370.483203,1384.204036,N,13.720833000000084
1384.204036,1387.204218,S1,3.0001819999999952
1387.204218,1387.684247,N,0.4800289999998313
1387.684247,1390.684429,S1,3.0001819999999952
1390.684429,1403.245192,N,12.560763000000179
1403.245192,1406.245374,S1,3.0001819999999952
1406.245374,1420.446236,N,14.200861999999915
1420.446236,1423.446418,S1,3.0001819999999952
1423.446418,1462.208772,N,38.76235399999996
1462.208772,1465.208954,S1,3.0001819999999952
1465.208954,1478.809779,N,13.600824999999986
1478.809779,1481.809962,S1,3.0001830000001064
1481.809962,1484.810144,S1,3.0001819999999952
1484.810144,1485.370178,N,0.5600339999998596
1485.370178,1488.37036,S1,3.0001819999999952
1488.37036,1491.370542,S1,3.0001819999999952
1491.370542,1491.650559,N,0.2800170000000435
1491.650559,1494.650741,S1,3.0001819999999952
1494.650741,1494.930758,N,0.2800170000000435
1494.930758,1497.93094,S1,3.0001819999999952
1497.93094,1511.771781,N,13.840840999999955
1511.771781,1514.771963,S1,3.0001819999999952
1514.771963,1515.652016,N,0.880053000000089
1515.652016,1518.652198,S1,3.0001819999999952
1518.652198,1519.17223,N,0.520031999999901
1519.17223,1522.172412,S1,3.0001819999999952
1522.172412,1522.772448,N,0.6000360000000455
1522.772448,1525.772631,S1,3.0001830000001064
1525.772631,1526.292662,N,0.5200310000000172
1526.292662,1529.292844,S1,3.0001819999999952
1528.994625,1532.064527,S1,3.0699019999999564
1532.064527,1534.453158,N,2.388631000000032
1534.453158,1537.45334,S1,3.0001819999999952
1537.45334,1562.934887,N,25.481546999999864
1562.934887,1565.935069,S1,3.0001820000002226
1565.935069,1586.936344,N,21.00127499999985
1586.936344,1589.936526,S1,3.0001819999999952
1589.936526,1598.937072,N,9.000545999999986
1598.937072,1601.937255,S1,3.0001830000001064
1601.937255,1604.937437,S1,3.0001819999999952
1604.937437,1607.937619,S1,3.0001819999999952
1607.937619,1610.937801,S1,3.0001819999999952
1610.937801,1611.497835,N,0.5600339999998596
1611.497835,1614.498017,S1,3.0001819999999952
1614.498017,1617.498199,S1,3.0001820000002226
1617.498199,1622.219925,N,4.72172599999999
1622.219925,1625.342304,S1,3.12237899999991
1625.342304,1626.942851,N,1.600547000000006
1626.942851,1630.091468,S1,3.1486170000000584
1630.091468,1643.659788,N,13.568319999999858
1643.659788,1646.65997,S1,3.0001819999999952
1646.65997,1646.899984,N,0.24001399999997375
1646.899984,1649.900166,S1,3.0001819999999952
1649.900166,1664.741067,N,14.84090100000003
1664.741067,1667.74125,S1,3.0001830000001064
1667.74125,1687.907474,N,20.166224000000057
1687.907474,1690.907656,S1,3.0001819999999952
1690.907656,1691.182673,N,0.27501699999993434
1691.182673,1694.182855,S1,3.0001819999999952
1694.182855,1698.903141,N,4.720285999999987
1698.903141,1701.903324,S1,3.0001830000001064
1701.903324,1707.663673,N,5.760348999999906
1707.663673,1710.663855,S1,3.0001819999999952
1710.663855,1720.384446,N,9.720591000000013
1720.384446,1723.384628,S1,3.0001819999999952
1723.384628,1727.424873,N,4.0402449999999135
1727.424873,1730.425055,S1,3.0001819999999952
1730.425055,1738.425541,N,8.000486000000137
1738.425541,1741.425723,S1,3.0001819999999952
1741.425723,1751.026306,N,9.600582999999915
1751.026306,1754.026488,S1,3.0001819999999952
1754.026488,1779.868057,N,25.841568999999936
1779.868057,1782.868239,S1,3.0001819999999952
1782.868239,1796.509067,N,13.640828000000056
