start_time,end_time,label
599.974612,673.847462,N
673.847462,676.856363,S1
676.856363,845.041367,N
845.041367,848.050268,S1
848.050268,861.297789,N
861.297789,864.306689,S1
864.306689,1030.673817,N
1030.673817,1033.682717,S1
1033.682717,1061.013564,N
1061.013564,1064.022465,S1
1064.022465,1065.109012,N
1065.109012,1068.117913,S1
1068.117913,1072.213361,N
1072.213361,1075.222261,S1
1075.222261,1124.116895,N
1124.116895,1127.125796,S1
1127.125796,1270.424686,N
1270.424686,1273.433586,S1
1273.433586,1274.144021,N
1274.144021,1277.152922,S1
1277.152922,1282.042385,N
1282.042385,1285.051286,S1
1285.051286,1288.060186,S1
1288.060186,1289.878064,N
1289.878064,1292.886964,S1
1292.886964,1301.80919,N
1301.80919,1304.818091,S1
1304.818091,1305.486735,N
1305.486735,1308.495636,S1
1308.495636,1309.12249,N
1309.12249,1312.131391,S1
1312.131391,1313.050777,N
1313.050777,1316.059678,S1
1316.059678,1333.653388,N
1333.653388,1336.662289,S1
1336.662289,1337.957787,N
1337.957787,1340.966688,S1
1340.966688,1342.053235,N
1342.053235,1345.062136,S1
1345.062136,1350.118761,N
1350.118761,1353.127661,S1
1353.127661,1354.088838,N
1354.088838,1357.097738,S1
1357.097738,1358.351447,N
1358.351447,1361.360347,S1
1361.360347,1375.790667,N
1375.790667,1378.821945,S1
1378.821945,1396.088075,N
1396.088075,1399.096975,S1
1399.096975,1409.043063,N
1409.043063,1412.051964,S1
1412.051964,1416.314573,N
1416.314573,1419.323474,S1
1419.323474,1420.075699,N
1420.075699,1423.084599,S1
1423.084599,1424.045776,N
1424.045776,1427.054677,S1
1427.054677,1428.099434,N
1428.099434,1431.108334,S1
1431.108334,1432.027721,N
1432.027721,1435.036621,S1
1435.036621,1436.958974,N
1436.958974,1439.967875,S1
1439.967875,1441.012632,N
1441.012632,1444.021533,S1
1444.021533,1445.066289,N
1445.066289,1448.07519,S1
1448.07519,1449.49606,N
1449.49606,1452.484065,S1
1452.484065,1452.501122,N
1452.501122,1455.450473,S1
1455.450473,1457.561585,N
1457.561585,1460.549591,S1
1460.549591,1461.113759,N
1461.113759,1464.12266,S1
1464.12266,1465.209207,N
1465.209207,1468.113632,S1
1468.113632,1469.346446,N
1469.346446,1472.355347,S1
1472.355347,1482.050693,N
1482.050693,1485.059593,S1
1485.059593,1485.326314,N
1485.326314,1488.384901,S1
1488.384901,1489.990847,N
1489.990847,1492.999747,S1
1492.999747,1494.086295,N
1494.086295,1497.095195,S1
1497.095195,1497.314883,N
1497.314883,1500.37347,S1
1500.37347,1502.486142,N
1502.486142,1505.474148,S1
1505.474148,1506.080107,N
1506.080107,1509.089008,S1
1509.089008,1510.593458,N
1510.593458,1513.581463,S1
1513.581463,1513.590935,N
1513.590935,1516.622214,S1
1516.622214,1517.523404,N
1517.523404,1520.773153,S1
1520.773153,1523.088753,N
1523.088753,1526.076759,S1
1526.076759,1530.966222,N
1530.966222,1533.954227,S1
1533.954227,1534.539291,N
1534.539291,1537.548192,S1
1537.548192,1538.005014,N
1538.005014,1541.09091,S1
1541.09091,1543.022719,N
1543.022719,1546.010725,S1
1546.010725,1550.503181,N
1550.503181,1553.512081,S1
1553.512081,1554.347887,N
1554.347887,1557.335892,S1
1557.335892,1558.610496,N
1558.610496,1561.598501,S1
1561.598501,1562.85221,N
1562.85221,1565.840215,S1
1565.840215,1566.051164,N
1566.051164,1569.082442,S1
1569.082442,1575.075869,N
1575.075869,1578.084769,S1
1578.084769,1579.422058,N
1579.422058,1582.430958,S1
1582.430958,1588.469655,N
1588.469655,1591.457661,S1
1591.457661,1592.753159,N
1592.753159,1595.741165,S1
1595.741165,1596.681446,N
1596.681446,1599.669452,S1
1599.669452,1600.567943,N
1600.567943,1603.555948,S1
1603.555948,1608.926,N
1608.926,1611.914005,S1
1611.914005,1612.708021,N
1612.708021,1615.716921,S1
1615.716921,1621.066078,N
1621.066078,1624.054083,S1
1624.054083,1624.97347,N
1624.97347,1627.98237,S1
1627.98237,1636.841911,N
1636.841911,1639.829916,S1
1639.829916,1640.41498,N
1640.41498,1643.423881,S1
1643.423881,1649.023779,N
1649.023779,1652.03268,S1
1652.03268,1652.868485,N
1652.868485,1655.856491,S1
1655.856491,1660.745954,N
1660.745954,1663.754854,S1
1663.754854,1665.698103,N
1665.698103,1668.707004,S1
1668.707004,1669.005388,N
1669.005388,1672.17321,S1
1672.17321,1673.047092,N
1673.047092,1676.105679,S1
1676.105679,1678.193399,N
1678.193399,1681.181404,S1
1681.181404,1683.020177,N
1683.020177,1686.029077,S1
1686.029077,1686.990254,N
1686.990254,1689.999154,S1
1689.999154,1690.033173,N
1690.033173,1692.736746,S1
1692.736746,1698.399002,N
1698.399002,1701.407902,S1
1701.407902,1701.475566,N
1701.475566,1704.233756,S1
1704.233756,1705.879463,N
1705.879463,1708.888363,S1
1708.888363,1714.070359,N
1714.070359,1717.07926,S1
1717.07926,1722.198569,N
1722.198569,1725.186575,S1
1725.186575,1730.117829,N
1730.117829,1733.126729,S1
1733.126729,1733.607317,N
1733.607317,1736.616218,S1
1736.616218,1738.141563,N
1738.141563,1741.150464,S1
1741.150464,1742.445963,N
1742.445963,1745.454864,S1
1745.454864,1747.126475,N
1747.126475,1750.11448,S1
1750.11448,1751.399532,N
1751.399532,1754.397985,S1
1754.397985,1754.993496,N
1754.993496,1757.981502,S1
1757.981502,1758.712832,N
1758.712832,1761.700837,S1
1761.700837,1763.132154,N
1763.132154,1766.12016,S1
1766.12016,1767.248497,N
1767.248497,1770.236503,S1
1770.236503,1771.406631,N
1771.406631,1774.394636,S1
1774.394636,1780.140801,N
1780.140801,1783.128806,S1
1783.128806,1788.671243,N
1788.671243,1791.638353,S1
1791.638353,1794.10398,N
1794.10398,1797.11288,S1
1797.11288,1803.689627,N
1803.689627,1806.677632,S1
1806.677632,1807.701494,N
1807.701494,1810.710395,S1
1810.710395,1811.984998,N
1811.984998,1814.993899,S1
1814.993899,1816.184922,N
1816.184922,1819.172927,S1
1819.172927,1819.757991,N
1819.757991,1822.745997,S1
1822.745997,1824.187762,N
1824.187762,1827.196662,S1
1827.196662,1828.178734,N
1828.178734,1831.166739,S1
1831.166739,1841.44715,N
1841.44715,1844.456051,S1
1844.456051,1845.124695,N
1845.124695,1848.1127,S1
1848.1127,1850.285795,N
1850.285795,1853.273801,S1
1853.273801,1855.133468,N
1855.133468,1858.142369,S1
1858.142369,1858.852804,N
1858.852804,1861.840809,S1
1861.840809,1863.575106,N
1863.575106,1866.584007,S1
1866.584007,1867.482498,N
1867.482498,1870.470503,S1
1870.470503,1871.306309,N
1871.306309,1874.315209,S1
1874.315209,1875.422652,N
1875.422652,1878.410657,S1
1878.410657,1880.186745,N
1880.186745,1883.195645,S1
1883.195645,1884.282193,N
1884.282193,1887.291093,S1
1887.291093,1893.162628,N
1893.162628,1896.150634,S1
1896.150634,1901.207258,N
1901.207258,1904.216159,S1
1904.216159,1904.543896,N
1904.543896,1907.6571,S1
1907.6571,1909.398154,N
1909.398154,1912.408834,S1
1912.408834,1912.572687,N
1912.572687,1915.658583,S1
1915.658583,1925.675471,N
1925.675471,1928.684371,S1
1928.684371,1928.684886,N
1928.684886,1931.306532,S1
1931.306532,1933.63652,N
