start_time,end_time,label
360.009025,1004.479277,N
1004.479277,1007.469037,S1
1007.469037,1008.029617,N
1008.029617,1011.019377,S1
1011.019377,1011.926983,N
1011.926983,1014.916743,S1
1014.916743,1028.85116,N
1028.85116,1031.84092,S1
1031.84092,1033.068857,N
1033.068857,1036.058617,S1
1036.058617,1047.083357,N
1047.083357,1050.073117,S1
1050.073117,1051.407831,N
1051.407831,1054.397591,S1
1054.397591,1062.592737,N
1062.592737,1065.582497,S1
1065.582497,1090.781903,N
1090.781903,1093.771663,S1
1093.771663,1094.519103,N
1094.519103,1097.508863,S1
1097.508863,1098.603329,N
1098.603329,1101.593089,S1
1101.593089,1113.952543,N
1113.952543,1116.942303,S1
1116.942303,1116.995691,N
1116.995691,1119.985451,S1
1119.985451,1120.172311,N
1120.172311,1123.162071,S1
1123.162071,1124.496786,N
1124.496786,1127.486546,S1
1127.486546,1135.788469,N
1135.788469,1138.778229,S1
1138.778229,1177.111223,N
1177.111223,1180.100983,S1
1180.100983,1208.370231,N
1208.370231,1211.359991,S1
1211.359991,1219.982246,N
1219.982246,1222.972006,S1
1222.972006,1230.633266,N
1230.633266,1233.623026,S1
1233.623026,1238.241137,N
1238.241137,1241.230897,S1
1241.230897,1246.810003,N
1246.810003,1249.799763,S1
1249.799763,1254.497957,N
1254.497957,1257.487717,S1
1257.487717,1258.074991,N
1258.074991,1261.064751,S1
1261.064751,1269.126426,N
1269.126426,1272.116186,S1
1272.116186,1273.290734,N
1273.290734,1276.280494,S1
1276.280494,1276.547437,N
1276.547437,1279.537197,S1
1279.537197,1280.524886,N
1280.524886,1283.514646,S1
1283.514646,1284.395557,N
1284.395557,1287.385317,S1
1287.385317,1288.21284,N
1288.21284,1291.2026,S1
1291.2026,1292.457231,N
1292.457231,1295.446991,S1
1295.446991,1296.674929,N
1296.674929,1299.664689,S1
1299.664689,1300.438823,N
1300.438823,1303.428583,S1
1303.428583,1304.309494,N
1304.309494,1307.299254,S1
1307.299254,1308.500497,N
1308.500497,1311.490257,S1
1311.490257,1311.810589,N
1311.810589,1314.800349,S1
1314.800349,1320.646397,N
1320.646397,1323.636157,S1
1323.636157,1324.250126,N
1324.250126,1327.239886,S1
1327.239886,1336.582886,N
1336.582886,1339.572646,S1
1339.572646,1339.977386,N
1339.977386,1343.082416,S1
1343.082416,1344.4577,N
1344.4577,1347.44746,S1
1347.44746,1347.954651,N
1347.954651,1350.944411,S1
1350.944411,1354.681611,N
1354.681611,1357.671371,S1
1357.671371,1366.160154,N
1366.160154,1369.149914,S1
1369.149914,1382.310197,N
1382.310197,1385.299957,S1
1385.299957,1410.819694,N
1410.819694,1413.809454,S1
1413.809454,1414.770449,N
1414.770449,1417.760209,S1
1417.760209,1418.82798,N
1418.82798,1421.81774,S1
1421.81774,1422.618569,N
1422.618569,1425.608329,S1
1425.608329,1430.173051,N
1430.173051,1433.162811,S1
1433.162811,1433.40306,N
1433.40306,1436.39282,S1
1436.39282,1437.834311,N
1437.834311,1440.824071,S1
1440.824071,1454.064437,N
1454.064437,1457.054197,S1
1457.054197,1462.232889,N
1462.232889,1465.222649,S1
1465.222649,1469.787371,N
1469.787371,1472.777131,S1
1472.777131,1473.497877,N
1473.497877,1476.487637,S1
1476.487637,1478.029108,N
1478.029108,1481.203913,S1
1481.203913,1494.052477,N
1494.052477,1497.042237,S1
1497.042237,1498.136703,N
1498.136703,1501.126463,S1
1501.126463,1501.660349,N
1501.660349,1504.650109,S1
1504.650109,1509.8288,N
1509.8288,1512.81856,S1
1512.81856,1513.779554,N
1513.779554,1516.769314,S1
1516.769314,1517.062951,N
1517.062951,1520.052711,S1
1520.052711,1520.933623,N
1520.933623,1523.923383,S1
1523.923383,1524.911071,N
1524.911071,1527.900831,S1
1527.900831,1529.288934,N
1529.288934,1532.278694,S1
1532.278694,1533.479937,N
1533.479937,1536.443003,S1
