Timestamp,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,label
257.5963718820862,-537.07886,154.11652,22.084454,6.2381735,23.055553,12.908027,16.525238,17.342178,-0.55292046,-4.357023,-0.64296836,-2.8000674,1.4810052,S1
259.4104308390023,-544.6579,147.06793,24.83531,16.34497,25.811089,-1.0129265,-0.6305082,16.337854,12.610144,4.864126,-4.955047,-11.213172,6.148881,S1
261.2244897959184,-538.04224,149.88312,14.038742,0.4634912,21.659729,8.927756,7.2692127,9.386963,-2.9670565,-1.8340145,3.8704448,-1.9835917,0.38430238,NS
263.03854875283446,-543.5939,135.29715,-2.6517797,-6.2543297,16.288395,3.8726268,15.587953,20.193314,-5.5776854,-2.103594,15.537753,1.1597062,-9.019775,NS
264.8526077097506,-526.62195,149.44693,2.0512948,3.671203,26.48452,1.8564994,1.8160975,5.2633376,-8.200325,4.228234,11.221953,-9.414037,-4.712317,NS
266.6666666666667,-542.824,141.40186,7.8462496,2.9633768,25.940662,7.330558,7.128875,17.258394,5.656187,1.7827466,6.5640373,1.5021664,0.5551387,NS
268.48072562358277,-548.22675,140.36053,14.067926,1.1166353,12.079916,-1.697817,9.771492,17.43525,-0.865005,1.6612945,17.033283,13.178316,5.443369,NS
270.29478458049886,-540.92426,140.6514,4.2363524,1.1979914,24.101297,4.719861,5.335927,13.5027275,1.6834545,3.658015,9.543071,-1.5647535,-1.5566642,NS
272.108843537415,-543.7942,139.77072,7.3598013,3.2795455,23.687252,3.9967504,4.7845674,13.117258,-0.023509145,-3.2936502,1.7413441,0.15065108,3.0376322,NS
273.9229024943311,-537.4772,143.39764,2.8012404,-2.7023358,18.444977,-2.610827,2.288672,16.653446,1.883566,-0.10397649,9.132784,-3.101112,-6.3751645,NS
275.73696145124717,-548.06946,138.9385,6.739003,-7.6569624,14.6137085,7.593839,8.999166,8.883177,-4.140895,1.3333924,9.752316,-1.3971384,-6.381614,NS
277.55102040816325,-540.04285,144.60922,5.785713,-6.7555265,17.762478,6.4995823,1.0615721,-0.116098404,-4.7625937,6.9088697,10.130438,-2.2077394,3.827219,NS
279.3650793650794,-542.9509,140.58177,2.5834827,-8.931819,16.382948,6.906993,3.0591898,3.0719295,-0.25341558,5.909196,-2.0914686,-13.104296,5.321337,NS
281.1791383219955,-542.5137,140.18427,6.7633724,1.6729378,18.631922,0.6711389,6.6992893,8.877082,-11.355793,-1.3172048,15.453327,-0.99512553,-7.5191736,NS
282.99319727891157,-550.9199,142.93057,20.748577,1.1434687,9.660589,-2.476617,6.457486,13.209016,-3.7379127,-3.2730443,7.4713407,-1.2586603,-4.0722017,NS
284.80725623582765,-543.7561,141.94865,11.494326,3.804552,18.838158,-0.28560084,5.7823577,15.195494,-2.655529,-6.7599955,5.2907724,7.9302177,5.8600316,NS
286.6213151927438,-534.17944,142.54544,-1.0395607,-0.8640777,19.82338,-5.0855446,1.5287722,14.652721,-4.8756747,-5.2498517,10.011225,1.2741365,-6.7275534,NS
288.4353741496599,-545.7663,143.46558,18.377968,9.270487,20.402199,-0.43175304,5.064232,12.822182,-5.9767017,-5.580831,10.040325,3.8001263,-7.835868,NS
290.24943310657596,-544.28534,141.68904,8.181885,-1.1931586,22.749542,7.868332,2.3987122,2.213612,-11.446827,-5.7642756,10.4100065,5.3021703,-4.9361534,NS
292.0634920634921,-536.28906,143.41687,-3.1228578,-9.6215,23.44759,6.605013,-3.3491483,5.2222047,1.7515064,-1.1583729,-1.2251978,-4.664323,-0.14038453,NS
293.8775510204082,-535.8774,138.6202,-8.136806,-5.15773,23.273865,-4.455558,-5.317286,13.9344425,0.6694838,-8.491201,0.07302545,-3.3884778,-4.4390907,NS
295.6916099773243,-538.3996,141.47171,-1.0070832,-2.692812,29.219433,7.1313,-2.705314,7.4794364,-0.9095272,-4.0313897,5.5142994,2.3826466,-3.505732,NS
297.50566893424036,-537.2822,141.77689,-1.7546438,-5.115263,23.37465,5.419494,5.2210445,14.462744,-0.7308699,-2.8149085,5.8885727,-3.3651416,-3.957856,NS
299.3197278911565,-545.38574,138.4654,6.6449413,-0.43156698,16.166706,-1.1070536,5.4563684,11.386069,-7.4913387,-4.1410894,9.1867695,-1.1916243,-5.93546,NS
301.1337868480726,-545.17755,142.758,10.010502,-4.8897486,15.091309,3.7882376,5.597892,11.7902775,-0.38069138,-2.2525191,5.1235046,5.547636,7.9503965,NS
302.9478458049887,-547.6043,139.65723,12.164513,2.50203,18.56141,6.3395405,13.406298,12.887146,-9.181267,-2.450212,13.980068,4.9401717,2.3279939,NS
304.76190476190476,-542.2911,139.887,3.2176661,1.9126511,32.395752,12.012304,2.9755774,11.43458,2.2952828,-2.7877505,4.4470434,4.475162,-0.22527862,NS
306.5759637188209,-546.4521,142.95177,14.0016,-2.4174347,10.948469,0.008551002,7.525503,12.050325,-2.6736364,0.6409341,7.495043,-2.0043597,0.89182377,NS
308.390022675737,-546.55945,137.5592,7.7548356,4.3086348,21.526882,-2.3601665,3.9607031,22.246449,3.055503,-12.429222,-2.0488677,5.3791537,4.769554,NS
310.2040816326531,-540.52313,147.54706,13.475342,2.053358,27.347277,14.904318,5.575566,5.4284754,4.3905435,10.039753,3.4502828,-6.1713605,7.4694805,NS
312.01814058956916,-538.25305,153.24744,21.852882,5.3849154,21.043652,8.267916,9.361135,13.563854,4.8783894,5.207288,1.160062,-7.5090094,5.13551,NS
313.8321995464853,-534.5126,147.92477,12.167612,12.654726,30.439285,2.6709938,8.868404,27.285202,8.655119,-4.750521,-0.81360847,-2.3613324,2.2797165,NS
315.6462585034014,-539.52814,146.03284,12.401821,4.699868,20.909584,-0.094341874,6.944523,22.866617,6.436393,-3.3668494,4.1668844,4.798336,4.907276,NS
317.46031746031747,-546.9139,139.77185,8.326964,-1.8906043,21.656773,7.7503114,2.2350147,8.130335,5.4618,3.124578,-3.280589,-3.248798,13.184504,NS
319.27437641723355,-538.0297,142.17001,2.5948277,0.20517004,21.901627,-2.2924917,0.7597042,16.579922,1.6139171,-4.21141,6.320101,3.9921677,2.567095,NS
321.0884353741497,-545.9406,144.09113,15.343109,1.8119956,19.799927,3.6913743,2.0282104,10.755095,0.5368057,-7.541005,-5.278123,-1.1209053,6.207846,NS
322.9024943310658,-541.37335,144.6341,7.494266,-5.4266386,19.997643,11.753963,11.947784,11.878181,-4.223882,0.9962336,14.982259,2.787627,-8.512902,NS
324.71655328798187,-541.1689,138.34811,-0.7117614,-3.3170943,20.506538,0.3222202,1.9795473,11.340342,-4.610379,-4.8332434,9.016697,5.9610615,3.4446645,NS
326.53061224489795,-539.3445,137.85492,-0.93888724,0.98244154,20.527504,-3.4709017,6.6467705,21.34196,-0.60718274,-6.622402,2.7935138,-3.978951,0.11337596,NS
328.3446712018141,-543.2757,134.74712,-7.353173,-10.617817,21.245197,7.1635327,3.2490501,9.607487,0.7307625,-1.035565,0.21930408,-4.3431945,0.38961327,NS
330.1587301587302,-541.3878,141.06242,1.9509921,-6.89707,18.27269,5.1996803,6.3064537,12.878166,-2.536698,-8.232521,0.5116546,3.896832,2.2952242,NS
331.97278911564626,-546.6412,141.08104,13.540948,2.3485034,12.863082,-6.751108,2.9590998,18.809603,3.5053148,-6.578581,0.75130546,8.507469,10.9358,NS
333.78684807256235,-549.0341,141.30164,13.0012455,-3.5251918,16.017733,8.65612,10.935034,13.533564,0.72824013,0.28185165,5.8759565,1.5946139,3.116497,NS
335.6009070294785,-541.54944,138.0464,-3.3738012,-6.983983,23.20042,4.5709047,-0.8042136,10.762067,2.9858656,-2.38664,3.9228888,4.9692087,1.6222751,NS
337.4149659863946,-549.4622,142.56197,15.785305,-0.8472835,20.37962,10.477215,3.3801754,5.099838,3.969527,6.0497017,-0.72085285,-9.032106,1.2169874,NS
