start_time,end_time,label,duration
1350.071409,1729.979882,N,379.9084730000002
1729.979882,1733.000997,S1,3.021115000000009
1733.000997,1734.9871,N,1.9861029999999573
1734.9871,1738.036188,S1,3.0490879999999834
1738.036188,1738.98728,N,0.9510920000000169
1738.98728,1742.064341,S1,3.077060999999958
1742.064341,1743.490979,N,1.4266379999999117
1743.490979,1746.65196,S1,3.1609809999999925
1746.65196,1748.022651,N,1.370691000000079
1748.022651,1751.071739,S1,3.0490879999999834
1751.071739,1752.52635,N,1.4546110000001136
1752.52635,1755.631385,S1,3.105034999999816
1755.631385,1757.225862,N,1.5944770000000972
1757.225862,1760.246977,S1,3.021115000000009
1760.246977,1761.589695,N,1.342717999999877
1761.589695,1764.638783,S1,3.0490880000002107
1764.638783,1766.624886,N,1.9861029999999573
1766.624886,1769.506134,S1,2.881247999999914
1769.506134,1770.932772,N,1.426638000000139
1770.932772,1774.037807,S1,3.105034999999816
1774.037807,1775.93999,N,1.90218300000015
1775.93999,1779.017052,S1,3.0770619999998416
1779.017052,1779.968143,N,0.9510910000001331
1779.968143,1783.017231,S1,3.0490879999999834
1783.017231,1784.919415,N,1.9021840000000338
1784.919415,1788.052423,S1,3.133008000000018
1788.052423,1789.227301,N,1.1748779999998078
1789.227301,1792.248416,S1,3.021115000000009
1792.248416,1794.038706,N,1.790290000000141
1794.038706,1797.003874,S1,2.9651679999999487
1797.003874,1798.486458,N,1.482584000000088
1798.486458,1801.675413,S1,3.1889549999998508
1801.675413,1803.52165,N,1.8462369999999737
1803.52165,1806.598711,S1,3.0770610000001852
1806.598711,1807.997376,N,1.3986649999999372
1807.997376,1811.046464,S1,3.0490879999999834
1811.046464,1812.333235,N,1.2867710000000443
1812.333235,1815.326376,S1,2.9931409999999232
1815.326376,1816.753014,N,1.4266379999999117
1816.753014,1819.830075,S1,3.0770610000001852
1819.830075,1821.14482,N,1.3147449999999026
1821.14482,1824.221881,S1,3.077060999999958
1824.221881,1825.340813,N,1.1189320000000862
1825.340813,1828.305981,S1,2.9651679999999487
1828.305981,1829.732619,N,1.426638000000139
1829.732619,1832.80968,S1,3.077060999999958
1832.80968,1834.068478,N,1.2587979999998424
1834.068478,1837.005673,S1,2.9371949999999742
1837.005673,1838.404337,N,1.3986640000000534
1838.404337,1841.789105,S1,3.384768000000122
1841.789105,1843.411555,N,1.6224499999998443
1843.411555,1846.51659,S1,3.1050350000000435
1846.51659,1848.111067,N,1.5944770000000972
1848.111067,1851.076236,S1,2.96516900000006
1851.076236,1852.950446,N,1.8742099999999482
1852.950446,1855.943587,S1,2.9931409999999232
1855.943587,1857.342252,N,1.3986649999999372
1857.342252,1860.2235,S1,2.8812480000001415
1860.2235,1862.069737,N,1.8462369999999737
1862.069737,1864.978959,S1,2.9092219999999998
1864.978959,1866.26573,N,1.2867710000000443
1866.26573,1869.342791,S1,3.077060999999958
1869.342791,1870.713482,N,1.370691000000079
1870.713482,1873.84649,S1,3.1330079999997906
1873.84649,1875.468941,N,1.6224510000001828
