start_time,end_time,label,duration
60.111522,327.985543,N,267.874021
327.985543,331.040391,S1,3.0548479999999927
331.040391,332.945565,N,1.9051739999999882
332.945565,336.000413,S1,3.0548479999999927
336.000413,336.953,N,0.9525869999999941
336.953,340.007848,S1,3.0548480000000495
340.007848,388.03137,N,48.02352199999996
388.03137,391.05337,S1,3.0219999999999914
391.05337,434.149717,N,43.09634700000004
434.149717,437.171717,S1,3.0219999999999914
437.171717,460.592217,N,23.420500000000004
460.592217,463.712761,S1,3.1205439999999953
463.712761,465.880717,N,2.1679560000000038
465.880717,469.132652,S1,3.251935000000003
469.132652,471.037826,N,1.9051739999999882
471.037826,474.256913,S1,3.219087000000002
474.256913,612.776196,N,138.51928300000003
612.776196,616.19237,S1,3.4161739999999554
616.19237,617.342043,N,1.149673000000007
617.342043,620.462587,S1,3.1205439999999953
620.462587,797.840848,N,177.37826100000007
797.840848,801.158478,S1,3.3176299999998946
801.158478,802.078217,N,0.9197390000000496
802.078217,805.034522,S1,2.956305000000043
805.034522,807.498109,N,2.4635869999999613
807.498109,810.421565,S1,2.9234559999999874
810.421565,1208.438674,N,398.017109
1208.438674,1211.822,S1,3.3833259999998972
1211.822,2383.569652,N,1171.7476520000002
2383.569652,2386.723043,S1,3.1533909999998286
2386.723043,2423.118435,N,36.3953919999999
2423.118435,2426.238978,S1,3.120542999999998
2426.238978,2434.713717,N,8.474739000000227
2434.713717,2437.834261,S1,3.1205439999998816
